Time Done Counter ack_out a_out_h a_out_l
8650255 0 4108 0 27576408 1478663306
8650257 0 4110 1 0 0
8652867 0 4110 0 27576841 374606215
8652869 0 4112 1 0 0
8653645 0 4112 0 27576841 3626243428
8653647 0 4114 1 0 0
8656285 0 4114 0 27576849 3267630436
8656287 0 4116 1 0 0
8657615 0 4116 0 27576849 3628114091
8657617 0 4118 1 0 0
8657735 0 4118 0 27576849 3628114277
8657737 0 4120 1 0 0
8661783 0 4120 0 27576872 2428640299
8661785 0 4122 1 0 0
8663521 0 4122 0 27576874 3262253448
8663523 0 4124 1 0 0
8667055 0 4124 0 27577354 3396479234
8667057 0 4126 1 0 0
8674335 0 4126 0 27577384 1450512456
8674337 0 4128 1 0 0
8675135 0 4128 0 27577386 3262253322
8675137 0 4130 1 0 0
8678241 0 4130 0 27577424 2522091559
8678243 0 4132 1 0 0
8678767 0 4132 0 27577425 39061863
8678769 0 4134 1 0 0
8678913 0 4134 0 27577425 39070946
8678915 0 4136 1 0 0
8680459 0 4136 0 27582755 280135882
8680461 0 4138 1 0 0
8681333 0 4138 0 27582800 2324041931
8681335 0 4140 1 0 0
8681925 0 4140 0 27582801 2226299268
8681927 0 4142 1 0 0
8688345 0 4142 0 27583010 3495307302
8688347 0 4144 1 0 0
8689953 0 4144 0 27583011 280144065
8689955 0 4146 1 0 0
8690729 0 4146 0 27583040 1480796331
8690731 0 4148 1 0 0
8694431 0 4148 0 27583059 202550532
8694433 0 4150 1 0 0
8694929 0 4150 0 27583064 1279666437
8694931 0 4152 1 0 0
8696321 0 4152 0 27583064 1481910406
8696323 0 4154 1 0 0
8705469 0 4154 0 27583568 1253316994
8705471 0 4156 1 0 0
8706925 0 4156 0 27583571 73673889
8706927 0 4158 1 0 0
8709069 0 4158 0 27583754 3431336074
8709071 0 4160 1 0 0
8709571 0 4160 0 27583755 341969163
8709573 0 4162 1 0 0
8710125 0 4162 0 27583755 344133707
8710127 0 4164 1 0 0
8711709 0 4164 0 27583762 3431338026
8711711 0 4166 1 0 0
8713037 0 4166 0 27583763 45357194
8713039 0 4168 1 0 0
8714073 0 4168 0 27583824 1279664482
8714075 0 4170 1 0 0
8715189 0 4170 0 27583827 39979275
8715191 0 4172 1 0 0
8715363 0 4172 0 27583827 39979368
8715365 0 4174 1 0 0
8716723 0 4174 0 27583832 1279666434
8716725 0 4176 1 0 0
8717117 0 4176 0 27583832 1413685324
8717119 0 4178 1 0 0
8717391 0 4178 0 27583832 1480794434
8717393 0 4180 1 0 0
8717971 0 4180 0 27583832 1480861766
8717973 0 4182 1 0 0
8719371 0 4182 0 27583832 2556700801
8719373 0 4184 1 0 0
8719949 0 4184 0 27585033 2220236939
8719951 0 4186 1 0 0
8720893 0 4186 0 27585041 2192712069
8720895 0 4188 1 0 0
8721093 0 4188 0 27585041 2192840068
8721095 0 4190 1 0 0
8721505 0 4190 0 27585041 2551324843
8721507 0 4192 1 0 0
8721681 0 4192 0 27585041 2551327912
8721683 0 4194 1 0 0
8724451 0 4194 0 27585056 1347815782
8724453 0 4196 1 0 0
8724931 0 4196 0 27585056 1484991557
8724933 0 4198 1 0 0
8725357 0 4198 0 27585056 2558733349
8725359 0 4200 1 0 0
8728479 0 4200 0 27585545 2220108938
8728481 0 4202 1 0 0
8728923 0 4202 0 27585545 2220171403
8728925 0 4204 1 0 0
8730371 0 4204 0 27585553 2192712005
8730373 0 4206 1 0 0
8735249 0 4206 0 27585568 1353885766
8735251 0 4208 1 0 0
8736673 0 4208 0 27585570 3261404232
8736675 0 4210 1 0 0
8737635 0 4210 0 27585600 2316636363
8737637 0 4212 1 0 0
8740019 0 4212 0 27585616 2316446982
8740021 0 4214 1 0 0
8742813 0 4214 0 27615521 2485360008
8742815 0 4216 1 0 0
8745361 0 4216 0 27615529 3301185674
8745363 0 4218 1 0 0
8751543 0 4218 0 27615569 210110693
8751545 0 4220 1 0 0
8757915 0 4220 0 27615777 3569390854
8757917 0 4222 1 0 0
8769623 0 4222 0 27615809 2193954020
8769625 0 4224 1 0 0
8773849 0 4224 0 27616265 3301122373
8773851 0 4226 1 0 0
8775515 0 4226 0 27616265 3626180933
8775517 0 4228 1 0 0
8787477 0 4228 0 27616323 74782757
8787479 0 4230 1 0 0
8790525 0 4230 0 27616336 1287883013
8790527 0 4232 1 0 0
8790749 0 4232 0 27616337 3300956421
8790751 0 4234 1 0 0
8793041 0 4234 0 27616339 169089095
8793043 0 4236 1 0 0
8793249 0 4236 0 27616339 169089095
8793251 0 4236 1 0 0
8796823 0 4236 0 27616522 2351308935
8796825 0 4238 1 0 0
8800955 0 4238 0 27616529 2495651975
8800957 0 4240 1 0 0
8805027 0 4240 0 27616576 1478699236
8805029 0 4242 1 0 0
8806321 0 4242 0 27616577 46336327
8806323 0 4244 1 0 0
8810417 0 4244 0 27616593 46405703
8810419 0 4246 1 0 0
8815035 0 4246 0 27617297 202708204
8815037 0 4248 1 0 0
8815385 0 4248 0 27617297 202778791
8815387 0 4250 1 0 0
8817603 0 4250 0 27617312 1478699237
8817605 0 4252 1 0 0
8821011 0 4252 0 27617320 2551323974
8821013 0 4254 1 0 0
8827789 0 4254 0 27623713 3598878922
8827791 0 4256 1 0 0
8833233 0 4256 0 27623746 3391101255
8833235 0 4256 1 0 0
8833391 0 4256 0 27623746 3391105252
8833393 0 4256 1 0 0
8838655 0 4256 0 27623970 2387651784
8838657 0 4258 1 0 0
8842619 0 4258 0 27624001 2517802308
8842621 0 4260 1 0 0
8854411 0 4260 0 27624514 2220928229
8854413 0 4262 1 0 0
8856293 0 4262 0 27624537 3557984518
8856295 0 4264 1 0 0
8860927 0 4264 0 27624722 2353045863
8860929 0 4266 1 0 0
8861539 0 4266 0 27624722 2386600139
8861541 0 4268 1 0 0
8863371 0 4268 0 27624722 3430977770
8863373 0 4270 1 0 0
8869367 0 4270 0 27625489 3266488516
8869369 0 4272 1 0 0
8872489 0 4272 0 27625504 2387651786
8872491 0 4274 1 0 0
8873057 0 4274 0 27625504 2489363623
8873059 0 4276 1 0 0
8889417 0 4276 0 27626002 3426787495
8889419 0 4278 1 0 0
8907117 0 4278 0 27804761 3625099465
8907119 0 4280 1 0 0
8916139 0 4280 0 27804994 3267664007
8916141 0 4282 1 0 0
8917275 0 4282 0 27804994 3468728457
8917277 0 4284 1 0 0
8922223 0 4284 0 27805016 1482988680
8922225 0 4286 1 0 0
8924001 0 4286 0 27805018 1321338118
8924003 0 4288 1 0 0
8933027 0 4288 0 27805513 403909800
8933029 0 4290 1 0 0
8944393 0 4290 0 27805992 1449532552
8944395 0 4292 1 0 0
8945049 0 4292 0 27805995 135507144
8945051 0 4294 1 0 0
8948207 0 4294 0 27806001 370547880
8948209 0 4296 1 0 0
8950753 0 4296 0 27806041 236328198
8950755 0 4298 1 0 0
8953573 0 4298 0 27806049 236137640
8953575 0 4300 1 0 0
8953777 0 4300 0 27806049 246613160
8953779 0 4302 1 0 0
8961601 0 4302 0 27806513 404004008
8961603 0 4304 1 0 0
8979679 0 4304 0 27820363 203658600
8979681 0 4306 1 0 0
8986081 0 4306 0 27820386 1277337959
8986083 0 4308 1 0 0
8995975 0 4308 0 27820619 39065959
8995977 0 4310 1 0 0
8996797 0 4310 0 27820619 212901032
8996799 0 4312 1 0 0
9004869 0 4312 0 27821834 3435435266
9004871 0 4314 1 0 0
9007557 0 4314 0 27821896 2551390379
9007559 0 4316 1 0 0
9007911 0 4316 0 27821896 2551453030
9007913 0 4318 1 0 0
9008215 0 4318 0 27821896 2555420875
9008217 0 4320 1 0 0
9011599 0 4320 0 27821912 2551452966
9011601 0 4322 1 0 0
9022675 0 4322 0 27822424 2383811846
9022677 0 4324 1 0 0
9023093 0 4324 0 27822424 2394985734
9023095 0 4326 1 0 0
9026671 0 4326 0 27822432 2383618219
9026673 0 4328 1 0 0
9026879 0 4328 0 27822432 2383618219
9026881 0 4328 1 0 0
9031209 0 4328 0 27822857 1149639974
9031211 0 4330 1 0 0
9040943 0 4330 0 27822920 2350260391
9040945 0 4332 1 0 0
9042977 0 4332 0 27822921 1484823622
9042979 0 4334 1 0 0
9044801 0 4334 0 27822923 203654405
9044803 0 4336 1 0 0
9047115 0 4336 0 27836714 3502318820
9047117 0 4338 1 0 0
9047299 0 4338 0 27836714 3502384354
9047301 0 4340 1 0 0
9048191 0 4340 0 27836744 2557616485
9048193 0 4342 1 0 0
9048669 0 4342 0 27836745 410070184
9048671 0 4344 1 0 0
9048885 0 4344 0 27836745 410070184
9048887 0 4344 1 0 0
9049147 0 4344 0 27836745 411112683
9049149 0 4346 1 0 0
9049941 0 4346 0 27836745 1478732936
9049943 0 4348 1 0 0
9050279 0 4348 0 27836745 3626243428
9050281 0 4350 1 0 0
9051575 0 4350 0 27836760 2428801029
9051577 0 4350 1 0 0
9051619 0 4350 0 27836760 2428801031
9051621 0 4350 1 0 0
9054463 0 4350 0 27836761 1355059271
9054465 0 4352 1 0 0
9059793 0 4352 0 27836970 3502376169
9059795 0 4354 1 0 0
9060237 0 4354 0 27836971 41037056
9060239 0 4354 1 0 0
9060753 0 4354 0 27837000 1481911524
9060755 0 4356 1 0 0
9062737 0 4356 0 27837003 39070855
9062739 0 4358 1 0 0
9062933 0 4358 0 27837003 41037061
9062935 0 4360 1 0 0
9063391 0 4360 0 27837003 141601960
9063393 0 4362 1 0 0
9067931 0 4362 0 27837017 1354797289
9067933 0 4364 1 0 0
9070731 0 4364 0 27837024 1215605928
9070733 0 4366 1 0 0
9073525 0 4366 0 27837025 3598877833
9073527 0 4368 1 0 0
9079693 0 4368 0 27837512 1483812008
9079695 0 4370 1 0 0
9083675 0 4370 0 27837528 1483907145
9083677 0 4372 1 0 0
9087635 0 4372 0 27838729 247534859
9087637 0 4374 1 0 0
9088481 0 4374 0 27838729 281091243
9088483 0 4376 1 0 0
9092189 0 4376 0 27838737 281183591
9092191 0 4378 1 0 0
9092629 0 4378 0 27838737 377652615
9092631 0 4380 1 0 0
9093817 0 4380 0 27838737 1354797415
9093819 0 4382 1 0 0
9094235 0 4382 0 27838737 1451266439
9094237 0 4384 1 0 0
9094455 0 4384 0 27838739 42118279
9094457 0 4386 1 0 0
9094597 0 4386 0 27838760 1220816098
9094599 0 4388 1 0 0
9094957 0 4388 0 27838760 1354830059
9094959 0 4390 1 0 0
9095565 0 4390 0 27838760 1450250632
9095567 0 4392 1 0 0
9096225 0 4392 0 27838763 40971524
9096227 0 4394 1 0 0
9098039 0 4394 0 27838808 2289082757
9098041 0 4396 1 0 0
9100435 0 4396 0 27838809 46404834
9100437 0 4398 1 0 0
9105981 0 4398 0 27838817 42013931
9105983 0 4400 1 0 0
9108007 0 4400 0 27839241 1310859657
9108009 0 4402 1 0 0
9109039 0 4402 0 27839241 1484922146
9109041 0 4404 1 0 0
9116489 0 4404 0 27839249 3632304421
9116491 0 4406 1 0 0
9117905 0 4406 0 27839251 244450472
9117907 0 4408 1 0 0
9119059 0 4408 0 27839272 1486065736
9119061 0 4410 1 0 0
9129339 0 4410 0 27844898 1482763432
9129341 0 4412 1 0 0
9129759 0 4412 0 27844898 1484958790
9129761 0 4414 1 0 0
9138399 0 4414 0 27844961 1147448456
9138401 0 4416 1 0 0
9139075 0 4416 0 27844961 1353849122
9139077 0 4418 1 0 0
9142187 0 4418 0 27845154 1484958913
9142189 0 4420 1 0 0
9144583 0 4420 0 27845155 280134857
9144585 0 4422 1 0 0
9147135 0 4422 0 27845170 3260425352
9147137 0 4424 1 0 0
9150457 0 4424 0 27845185 1477749956
9150459 0 4426 1 0 0
9150995 0 4426 0 27845186 3356665222
9150997 0 4428 1 0 0
9151629 0 4428 0 27845187 135439552
9151631 0 4428 1 0 0
9154813 0 4428 0 27845209 1477742792
9154815 0 4430 1 0 0
9159667 0 4430 0 27845217 1343363433
9159669 0 4432 1 0 0
9161413 0 4432 0 27845218 1276292356
9161415 0 4434 1 0 0
9163325 0 4434 0 27845642 1481711819
9163327 0 4436 1 0 0
9167657 0 4436 0 27845650 1477615819
9167659 0 4438 1 0 0
9168485 0 4438 0 27845650 1482960033
9168487 0 4440 1 0 0
9170131 0 4440 0 27845650 3496354977
9170133 0 4442 1 0 0
9171697 0 4442 0 27845682 1477615691
9171699 0 4444 1 0 0
9172505 0 4444 0 27845697 1477651746
9172507 0 4446 1 0 0
9173003 0 4446 0 27845699 76743851
9173005 0 4448 1 0 0
9174345 0 4448 0 27845720 1348871237
9174347 0 4450 1 0 0
9177205 0 4450 0 27845722 1146357126
9177207 0 4452 1 0 0
9177887 0 4452 0 27845722 1477615680
9177889 0 4452 1 0 0
9178771 0 4452 0 27845728 1286676649
9178773 0 4454 1 0 0
9179277 0 4454 0 27845728 1347492139
9179279 0 4456 1 0 0
9181203 0 4456 0 27845898 1484853451
9181205 0 4458 1 0 0
9181891 0 4458 0 27845898 3364234310
9181893 0 4460 1 0 0
9183731 0 4460 0 27845906 1482818920
9183733 0 4462 1 0 0
9183893 0 4462 0 27845906 1482949988
9183895 0 4464 1 0 0
9184715 0 4464 0 27845906 3261473928
9184717 0 4466 1 0 0
9185921 0 4466 0 27845907 39986536
9185923 0 4468 1 0 0
9187087 0 4468 0 27845952 2556724363
9187089 0 4470 1 0 0
9187949 0 4470 0 27845955 39920996
9187951 0 4472 1 0 0
9188421 0 4472 0 27845976 1214653512
9188423 0 4474 1 0 0
9189953 0 4474 0 27845976 2556691593
9189955 0 4476 1 0 0
9195035 0 4476 0 27846921 1152590212
9195037 0 4478 1 0 0
9197649 0 4478 0 27846931 40113508
9197651 0 4480 1 0 0
9198831 0 4480 0 27846931 280134852
9198833 0 4482 1 0 0
9199269 0 4482 0 27846944 2422605157
9199271 0 4484 1 0 0
9199743 0 4484 0 27846947 39916904
9199745 0 4486 1 0 0
9203161 0 4486 0 27847000 2283017606
9203163 0 4488 1 0 0
9211165 0 4488 0 27847441 1477742792
9211167 0 4490 1 0 0
9216703 0 4490 0 27847472 2551324841
9216705 0 4492 1 0 0
9223453 0 4492 0 27853089 3592821029
9223455 0 4494 1 0 0
9225323 0 4494 0 27853096 2523276416
9225325 0 4494 1 0 0
9228337 0 4494 0 27853129 74848613
9228339 0 4496 1 0 0
9230873 0 4496 0 27853145 211162338
9230875 0 4498 1 0 0
9231409 0 4498 0 27853145 244716614
9231411 0 4500 1 0 0
9232047 0 4500 0 27853145 3301090438
9232049 0 4502 1 0 0
9241995 0 4502 0 27853346 1448122759
9241997 0 4504 1 0 0
9245519 0 4504 0 27853353 3591775428
9245521 0 4506 1 0 0
9247749 0 4506 0 27853387 41032037
9247751 0 4508 1 0 0
9248979 0 4508 0 27853387 212901024
9248981 0 4508 1 0 0
9249929 0 4508 0 27853400 1314268294
9249931 0 4510 1 0 0
9250101 0 4510 0 27853400 1314268294
9250103 0 4510 1 0 0
9251355 0 4510 0 27853402 1287688421
9251357 0 4512 1 0 0
9260431 0 4512 0 27853842 1287695527
9260433 0 4514 1 0 0
9260599 0 4514 0 27853842 1287695589
9260601 0 4516 1 0 0
9261103 0 4516 0 27853843 202550567
9261105 0 4518 1 0 0
9270461 0 4518 0 27853921 3591578786
9270463 0 4520 1 0 0
9277601 0 4520 0 27854098 1287688551
9277603 0 4522 1 0 0
9280601 0 4522 0 27854152 1277566308
9280603 0 4524 1 0 0
9280955 0 4524 0 27854152 2360384652
9280957 0 4526 1 0 0
9282833 0 4526 0 27854168 1287953538
9282835 0 4528 1 0 0
9284501 0 4528 0 27854168 2394989702
9284503 0 4530 1 0 0
9285223 0 4530 0 27854169 46343394
9285225 0 4532 1 0 0
9292429 0 4532 0 27855625 214211746
9292431 0 4534 1 0 0
9297277 0 4534 0 27855633 3267536068
9297279 0 4536 1 0 0
9300033 0 4536 0 27855648 1311119653
9300035 0 4538 1 0 0
9303433 0 4538 0 27855656 2350092681
9303435 0 4540 1 0 0
9303619 0 4540 0 27855656 2350256423
9303621 0 4542 1 0 0
9303779 0 4542 0 27855656 2350259492
9303781 0 4544 1 0 0
9318705 0 4544 0 27886113 3598877897
9318707 0 4546 1 0 0
9322435 0 4546 0 27886130 3457295528
9322437 0 4548 1 0 0
9332649 0 4548 0 27886609 3596657832
9332651 0 4550 1 0 0
9337669 0 4550 0 27886664 1277406469
9337671 0 4552 1 0 0
9337949 0 4552 0 27886664 1286675624
9337951 0 4554 1 0 0
9343113 0 4554 0 27886858 3431010599
9343115 0 4556 1 0 0
9345243 0 4556 0 27886866 3430977831
9345245 0 4558 1 0 0
9346657 0 4558 0 27886914 3261146340
9346659 0 4560 1 0 0
9356151 0 4560 0 27887377 202681512
9356153 0 4562 1 0 0
9356963 0 4562 0 27887377 377660609
9356965 0 4564 1 0 0
9369799 0 4564 0 27887889 1444122824
9369801 0 4566 1 0 0
9370943 0 4566 0 27887904 1449204904
9370945 0 4568 1 0 0
9387557 0 4568 0 28067083 344133927
9387559 0 4570 1 0 0
9398843 0 4570 0 28067595 176492745
9398845 0 4572 1 0 0
9401025 0 4572 0 28067626 2559774760
9401027 0 4574 1 0 0
9405831 0 4574 0 28067665 46438661
9405833 0 4576 1 0 0
9406733 0 4576 0 28067667 176197833
9406735 0 4578 1 0 0
9413215 0 4578 0 28067880 1486033130
9413217 0 4580 1 0 0
9415799 0 4580 0 28067883 336793895
9415801 0 4582 1 0 0
9423073 0 4582 0 28067938 1214294183
9423075 0 4584 1 0 0
9424519 0 4584 0 28068361 2291540135
9424521 0 4586 1 0 0
9426071 0 4586 0 28068392 1346772262
9426073 0 4588 1 0 0
9430099 0 4588 0 28068401 404004008
9430101 0 4590 1 0 0
9444059 0 4590 0 28082505 2552468808
9444061 0 4592 1 0 0
9444309 0 4592 0 28082505 2552501482
9444311 0 4594 1 0 0
9461883 0 4594 0 28083979 73672873
9461885 0 4596 1 0 0
9463933 0 4596 0 28084010 2551449894
9463935 0 4598 1 0 0
9466095 0 4598 0 28084040 2558563654
9466097 0 4600 1 0 0
9466657 0 4600 0 28084043 42142021
9466659 0 4602 1 0 0
9469649 0 4602 0 28084049 2227216553
9469651 0 4604 1 0 0
9470663 0 4604 0 28084051 42109129
9470665 0 4606 1 0 0
9471459 0 4606 0 28084051 73442472
9471461 0 4608 1 0 0
9471969 0 4608 0 28084051 176202946
9471971 0 4610 1 0 0
9475851 0 4610 0 28084233 1478731977
9475853 0 4612 1 0 0
9482735 0 4612 0 28084320 2383619242
9482737 0 4614 1 0 0
9482921 0 4614 0 28084321 1147185385
9482923 0 4616 1 0 0
9483937 0 4616 0 28084745 1149639974
9483939 0 4618 1 0 0
9486533 0 4618 0 28084745 2557550761
9486535 0 4620 1 0 0
9490283 0 4620 0 28084778 1153664262
9490285 0 4622 1 0 0
9490915 0 4622 0 28084778 1477675208
9490917 0 4624 1 0 0
9492641 0 4624 0 28084833 1115883815
9492643 0 4626 1 0 0
9492889 0 4626 0 28084833 2221973673
9492891 0 4628 1 0 0
9495867 0 4628 0 28085290 1113660744
9495869 0 4630 1 0 0
9496963 0 4630 0 28085320 2322639110
9496965 0 4632 1 0 0
9497715 0 4632 0 28085321 1411588135
9497717 0 4634 1 0 0
9499529 0 4634 0 28085329 1147444264
9499531 0 4636 1 0 0
9503129 0 4636 0 28098891 170141831
9503131 0 4638 1 0 0
9504247 0 4638 0 28098891 272705703
9504249 0 4640 1 0 0
9516967 0 4640 0 28099147 272672935
9516969 0 4642 1 0 0
9519521 0 4642 0 28099155 239338665
9519523 0 4644 1 0 0
9532679 0 4644 0 28099659 270763333
9532681 0 4646 1 0 0
9535787 0 4646 0 28099682 2418181415
9535789 0 4648 1 0 0
9536463 0 4648 0 28100617 410069161
9536465 0 4650 1 0 0
9537095 0 4650 0 28100617 1478731913
9537097 0 4652 1 0 0
9537343 0 4652 0 28100617 1478794378
9537345 0 4654 1 0 0
9537537 0 4654 0 28100617 1486071938
9537539 0 4656 1 0 0
9538651 0 4656 0 28100619 143889730
9538653 0 4658 1 0 0
9539065 0 4658 0 28100619 237311268
9539067 0 4660 1 0 0
9539299 0 4660 0 28100619 244389188
9539301 0 4662 1 0 0
9541175 0 4662 0 28100625 1485869290
9541177 0 4664 1 0 0
9542105 0 4664 0 28100627 43165831
9542107 0 4666 1 0 0
9543321 0 4666 0 28100648 1485902058
9543323 0 4668 1 0 0
9544943 0 4668 0 28100688 1210295685
9544945 0 4670 1 0 0
9552621 0 4670 0 28101129 281315495
9552623 0 4672 1 0 0
9555361 0 4672 0 28101137 281314471
9555363 0 4674 1 0 0
9555593 0 4674 0 28101137 410289320
9555595 0 4676 1 0 0
9560347 0 4676 0 28101160 1354835172
9560349 0 4678 1 0 0
9561797 0 4678 0 28101160 1486063752
9561799 0 4680 1 0 0
9563055 0 4680 0 28101216 1215596712
9563057 0 4682 1 0 0
9565513 0 4682 0 28101216 2322892036
9565515 0 4684 1 0 0
9566357 0 4684 0 28101217 42013929
9566359 0 4686 1 0 0
9568241 0 4686 0 28101641 1311056009
9568243 0 4688 1 0 0
9572757 0 4688 0 28101704 1243946120
9572759 0 4690 1 0 0
9573711 0 4690 0 28101704 2289377317
9573713 0 4692 1 0 0
9581251 0 4692 0 28107042 1484949706
9581253 0 4694 1 0 0
9583499 0 4694 0 28107058 1480861858
9583501 0 4696 1 0 0
9584319 0 4696 0 28107059 75670666
9584321 0 4698 1 0 0
9584901 0 4698 0 28107059 344106112
9584903 0 4698 1 0 0
9594887 0 4698 0 28107312 1480861865
9594889 0 4700 1 0 0
9597747 0 4700 0 28107344 1216521606
9597749 0 4702 1 0 0
9599585 0 4702 0 28107345 2283152552
9599587 0 4704 1 0 0
9610583 0 4704 0 28107795 269657290
9610585 0 4706 1 0 0
9611501 0 4706 0 28107826 1477707946
9611503 0 4708 1 0 0
9612193 0 4708 0 28107856 1251350786
9612195 0 4710 1 0 0
9613135 0 4710 0 28107859 73663657
9613137 0 4712 1 0 0
9613927 0 4712 0 28107874 1147471016
9613929 0 4714 1 0 0
9615321 0 4714 0 28108042 1484853450
9615323 0 4716 1 0 0
9618043 0 4716 0 28108050 1482958884
9618045 0 4718 1 0 0
9619555 0 4718 0 28108112 1216743718
9619557 0 4720 1 0 0
9620011 0 4720 0 28108112 2290492454
9620013 0 4722 1 0 0
9621399 0 4722 0 28108128 1214548296
9621401 0 4724 1 0 0
9621961 0 4724 0 28108130 1113663748
9621963 0 4726 1 0 0
9626129 0 4726 0 28109329 2551452964
9626131 0 4728 1 0 0
9627073 0 4728 0 28109344 1251023116
9627075 0 4730 1 0 0
9627489 0 4730 0 28109344 1484982565
9627491 0 4732 1 0 0
9628141 0 4732 0 28109344 1486031016
9628143 0 4734 1 0 0
9629191 0 4734 0 28109344 2325087494
9629193 0 4736 1 0 0
9629411 0 4736 0 28109344 2558723365
9629413 0 4738 1 0 0
9632043 0 4738 0 28109360 2551452964
9632045 0 4740 1 0 0
9639697 0 4740 0 28109841 1343525066
9639699 0 4742 1 0 0
9642695 0 4742 0 28109842 1242894536
9642697 0 4744 1 0 0
9642891 0 4744 0 28109856 1251027206
9642893 0 4746 1 0 0
9645091 0 4746 0 28109857 2190546186
9645093 0 4748 1 0 0
9655211 0 4748 0 28115235 237312293
9655213 0 4750 1 0 0
9655743 0 4750 0 28115240 2495849606
9655745 0 4752 1 0 0
9658619 0 4752 0 28115272 2322999492
9658621 0 4754 1 0 0
9666741 0 4754 0 28115489 2193954025
9666743 0 4756 1 0 0
9667139 0 4756 0 28115489 2495649001
9667141 0 4758 1 0 0
9667999 0 4758 0 28115490 1321539621
9668001 0 4760 1 0 0
9668801 0 4760 0 28115490 2392200230
9668803 0 4762 1 0 0
9670399 0 4762 0 28115496 1422075108
9670401 0 4764 1 0 0
9682771 0 4764 0 28115986 1254136135
9682773 0 4766 1 0 0
9684319 0 4766 0 28115987 177248583
9684321 0 4768 1 0 0
9687029 0 4768 0 28116043 74782757
9687031 0 4770 1 0 0
9688539 0 4770 0 28116043 336791719
9688541 0 4772 1 0 0
9690979 0 4772 0 28116066 2316510434
9690981 0 4774 1 0 0
9692877 0 4774 0 28116233 2495849602
9692879 0 4776 1 0 0
9694879 0 4776 0 28116241 46438727
9694881 0 4778 1 0 0
9695283 0 4778 0 28116241 348428327
9695285 0 4780 1 0 0
9697409 0 4780 0 28116242 2187732096
9697411 0 4780 1 0 0
9698817 0 4780 0 28116243 239117514
9698819 0 4782 1 0 0
9703471 0 4782 0 28116322 2187626631
9703473 0 4784 1 0 0
9706627 0 4784 0 28117521 41195909
9706629 0 4786 1 0 0
9707993 0 4786 0 28117521 2190873828
9707995 0 4788 1 0 0
9712717 0 4788 0 28117600 1243817188
9712719 0 4790 1 0 0
9716129 0 4790 0 28118025 2222264613
9716131 0 4792 1 0 0
9721369 0 4792 0 28118048 1251158242
9721371 0 4794 1 0 0
9724263 0 4794 0 28118050 1113917669
9724265 0 4796 1 0 0
9725223 0 4796 0 28118056 2484277543
9725225 0 4798 1 0 0
9729681 0 4798 0 28123424 2395283616
9729683 0 4798 1 0 0
9730247 0 4798 0 28123424 2422614183
9730249 0 4800 1 0 0
9733419 0 4800 0 28123434 2557546696
9733421 0 4802 1 0 0
9739459 0 4802 0 28123473 1311121604
9739461 0 4804 1 0 0
9754083 0 4804 0 28124169 1411588487
9754085 0 4806 1 0 0
9759735 0 4806 0 28124178 2422605029
9759737 0 4808 1 0 0
9763723 0 4808 0 28124210 2551452898
9763725 0 4810 1 0 0
9765031 0 4810 0 28124241 1147182472
9765033 0 4812 1 0 0
9767159 0 4812 0 28124258 2222097670
9767161 0 4814 1 0 0
9769767 0 4814 0 28124425 411114822
9769769 0 4816 1 0 0
9770705 0 4816 0 28124426 2289443010
9770707 0 4818 1 0 0
9774295 0 4818 0 28124434 2557513928
9774297 0 4820 1 0 0
9780383 0 4820 0 28124512 1310925124
9780385 0 4822 1 0 0
9790719 0 4822 0 28124968 2551390532
9790721 0 4824 1 0 0
9820587 0 4824 0 28329809 39103688
9820589 0 4826 1 0 0
9829371 0 4826 0 28330065 3367016741
9829373 0 4828 1 0 0
9833731 0 4828 0 28330280 1413721350
9833733 0 4830 1 0 0
9834931 0 4830 0 28330288 1447274757
9834933 0 4832 1 0 0
9835933 0 4832 0 28330290 2326830216
9835935 0 4834 1 0 0
9848281 0 4834 0 28344642 3391396167
9848283 0 4836 1 0 0
9859783 0 4836 0 28346122 3424949514
9859785 0 4838 1 0 0
9863917 0 4838 0 28346200 2350159114
9863919 0 4840 1 0 0
9870283 0 4840 0 28346449 1152425254
9870285 0 4842 1 0 0
9873681 0 4842 0 28346633 1411588455
9873683 0 4844 1 0 0
9875047 0 4844 0 28346633 2485359883
9875049 0 4846 1 0 0
9880985 0 4846 0 28346712 2322639110
9880987 0 4848 1 0 0
9881773 0 4848 0 28346713 1411588135
9881775 0 4850 1 0 0
9897745 0 4850 0 28361297 3594781865
9897747 0 4852 1 0 0
9906677 0 4852 0 28361809 1452509441
9906679 0 4854 1 0 0
9908489 0 4854 0 28361816 1347495146
9908491 0 4856 1 0 0
9912917 0 4856 0 28362832 1210295653
9912919 0 4858 1 0 0
9918605 0 4858 0 28363017 376514720
9918607 0 4858 1 0 0
9921333 0 4858 0 28363018 2317626503
9921335 0 4860 1 0 0
9921933 0 4860 0 28363025 42276075
9921935 0 4862 1 0 0
9922093 0 4862 0 28363025 376767656
9922095 0 4864 1 0 0
9922305 0 4864 0 28363025 376767656
9922307 0 4864 1 0 0
9929541 0 4864 0 28363096 1243946120
9929543 0 4866 1 0 0
9930533 0 4866 0 28363096 2289377317
9930535 0 4868 1 0 0
9935695 0 4868 0 28363560 1217628488
9935697 0 4870 1 0 0
9952141 0 4870 0 28369488 1279569157
9952143 0 4872 1 0 0
9964161 0 4872 0 28370000 1251023115
9964163 0 4874 1 0 0
9964437 0 4874 0 28370000 1253316681
9964439 0 4876 1 0 0
