Time Done Counter ack_out a_out_h a_out_l
15124679 0 8398 0 42814498 1113660776
15124681 0 8400 1 0 0
15125249 0 8400 0 42814498 1311081664
15125251 0 8400 1 0 0
15130487 0 8400 0 42814522 3294667912
15130489 0 8402 1 0 0
15130697 0 8402 0 42814522 3294921864
15130699 0 8404 1 0 0
15132861 0 8404 0 42820626 1487111368
15132863 0 8406 1 0 0
15135441 0 8406 0 42820666 1477711946
15135443 0 8408 1 0 0
15135859 0 8408 0 42820667 336798792
15135861 0 8410 1 0 0
15137923 0 8410 0 42820675 303237447
15137925 0 8412 1 0 0
15138133 0 8412 0 42820675 304284999
15138135 0 8414 1 0 0
15143823 0 8414 0 42821138 1477716196
15143825 0 8416 1 0 0
15144927 0 8416 0 42821138 1484915946
15144929 0 8418 1 0 0
15147895 0 8418 0 42821154 1484856362
15147897 0 8420 1 0 0
15150571 0 8420 0 42821184 2551487812
15150573 0 8422 1 0 0
15157063 0 8422 0 42821203 135504968
15157065 0 8424 1 0 0
15157357 0 8424 0 42821203 135530791
15157359 0 8426 1 0 0
15158219 0 8426 0 42821218 1111564615
15158221 0 8428 1 0 0
15159311 0 8428 0 42821218 1115818218
15159313 0 8430 1 0 0
15160009 0 8430 0 42821218 1145284865
15160011 0 8432 1 0 0
15160335 0 8432 0 42821218 1209239880
15160337 0 8434 1 0 0
15165161 0 8434 0 42821456 1277473028
15165163 0 8436 1 0 0
15165595 0 8436 0 42821456 2350166276
15165597 0 8438 1 0 0
15170933 0 8438 0 42821472 2450663686
15170935 0 8440 1 0 0
15172089 0 8440 0 42821473 44246088
15172091 0 8442 1 0 0
15172521 0 8442 0 42821473 77800488
15172523 0 8444 1 0 0
15173061 0 8444 0 42821473 303237448
15173063 0 8446 1 0 0
15173599 0 8446 0 42821473 2225120392
15173601 0 8448 1 0 0
15178071 0 8448 0 42821920 2491625511
15178073 0 8450 1 0 0
15188433 0 8450 0 42821985 42142023
15188435 0 8452 1 0 0
15190105 0 8452 0 42821985 2225308808
15190107 0 8454 1 0 0
15195671 0 8454 0 42829330 3263309034
15195673 0 8456 1 0 0
15199517 0 8456 0 42829378 3356789063
15199519 0 8458 1 0 0
15208279 0 8458 0 42829656 2350158090
15208281 0 8460 1 0 0
15209423 0 8460 0 42829657 2225344801
15209425 0 8462 1 0 0
15210967 0 8462 0 42830097 44308839
15210969 0 8464 1 0 0
15213881 0 8464 0 42830098 37988555
15213883 0 8466 1 0 0
15214435 0 8466 0 42830098 339969382
15214437 0 8468 1 0 0
15214735 0 8468 0 42830112 1311086858
15214737 0 8470 1 0 0
15222871 0 8470 0 42830136 2491453451
15222873 0 8470 1 0 0
15226231 0 8470 0 42830168 2288265255
15226233 0 8472 1 0 0
15230371 0 8472 0 42830170 71343430
15230373 0 8474 1 0 0
15237401 0 8474 0 42830369 2461047880
15237403 0 8476 1 0 0
15241471 0 8476 0 42830393 45357129
15241473 0 8478 1 0 0
15243945 0 8478 0 42830394 3363873862
15243947 0 8480 1 0 0
15244259 0 8480 0 42830394 3424945412
15244261 0 8482 1 0 0
15245865 0 8482 0 42830400 1379999078
15245867 0 8484 1 0 0
15246293 0 8484 0 42830400 2282988902
15246295 0 8486 1 0 0
15249461 0 8486 0 42830402 3357841447
15249463 0 8488 1 0 0
15251791 0 8488 0 43787059 344295561
15251793 0 8490 1 0 0
15252003 0 8490 0 43787059 344297545
15252005 0 8492 1 0 0
15258159 0 8492 0 43787098 144058438
15258161 0 8494 1 0 0
15259403 0 8494 0 43787098 1210396872
15259405 0 8496 1 0 0
15275353 0 8496 0 43787354 1277505640
15275355 0 8498 1 0 0
15277913 0 8498 0 43787362 1285631080
15277915 0 8500 1 0 0
15278231 0 8500 0 43787362 1285664002
15278233 0 8502 1 0 0
15283381 0 8502 0 43787872 2427594857
15283383 0 8504 1 0 0
15283631 0 8504 0 43787872 2427751748
15283633 0 8506 1 0 0
15284831 0 8506 0 43788817 2257727499
15284833 0 8506 1 0 0
15288583 0 8506 0 43788865 2284168579
15288585 0 8508 1 0 0
15289833 0 8508 0 43788896 2352262404
15289835 0 8510 1 0 0
15293553 0 8510 0 43788897 2419434564
15293555 0 8512 1 0 0
15294005 0 8512 0 43788897 2451713283
15294007 0 8514 1 0 0
15305119 0 8514 0 43789104 2491560041
15305121 0 8516 1 0 0
15307683 0 8516 0 43789107 337781864
15307685 0 8518 1 0 0
15308897 0 8518 0 43789120 2292294860
15308899 0 8520 1 0 0
15309391 0 8520 0 43789121 2257662276
15309393 0 8522 1 0 0
15309701 0 8522 0 43789121 2258702729
15309703 0 8524 1 0 0
15309833 0 8524 0 43789121 2258707844
15309835 0 8526 1 0 0
15310947 0 8526 0 43789123 143759682
15310949 0 8528 1 0 0
15316705 0 8528 0 43789330 1278546280
15316707 0 8530 1 0 0
15317955 0 8530 0 43789362 337782115
15317957 0 8532 1 0 0
15318587 0 8532 0 43789362 1185024267
15318589 0 8534 1 0 0
15323149 0 8534 0 43795523 305343530
15323151 0 8536 1 0 0
15331265 0 8536 0 43795995 280111145
15331267 0 8538 1 0 0
15335009 0 8538 0 43796058 1111826540
15335011 0 8540 1 0 0
15337107 0 8540 0 43796066 1110778212
15337109 0 8542 1 0 0
15338117 0 8542 0 43796066 1115827306
15338119 0 8544 1 0 0
15341287 0 8544 0 43797017 2461140360
15341289 0 8546 1 0 0
15342471 0 8546 0 43797040 1380327779
15342473 0 8548 1 0 0
15342835 0 8548 0 43797040 1387372684
15342837 0 8550 1 0 0
15343535 0 8550 0 43797042 1111854348
15343537 0 8552 1 0 0
15346623 0 8552 0 43797057 37067145
15346625 0 8554 1 0 0
15347113 0 8554 0 43797057 305343532
15347115 0 8556 1 0 0
15353943 0 8556 0 43797089 271947817
15353945 0 8558 1 0 0
15355131 0 8558 0 43797089 305343528
15355133 0 8560 1 0 0
15355721 0 8560 0 43797089 313723944
15355723 0 8562 1 0 0
15355989 0 8562 0 43797089 2184552585
15355991 0 8564 1 0 0
15357883 0 8564 0 43797089 2452663432
15357885 0 8566 1 0 0
15360107 0 8566 0 43797090 1182936102
15360109 0 8568 1 0 0
15361099 0 8568 0 43797090 1216711718
15361101 0 8570 1 0 0
15362133 0 8570 0 43797272 1380329734
15362135 0 8572 1 0 0
15363233 0 8572 0 43797274 144058406
15363235 0 8574 1 0 0
15365215 0 8574 0 43797296 1185288448
15365217 0 8574 1 0 0
15365811 0 8574 0 43797296 1380322570
15365813 0 8576 1 0 0
15367951 0 8576 0 43797298 339774764
15367953 0 8578 1 0 0
15368147 0 8578 0 43797299 306220298
15368149 0 8580 1 0 0
15370995 0 8580 0 43797312 1218550060
15370997 0 8582 1 0 0
15372069 0 8582 0 43797313 2184524068
15372071 0 8584 1 0 0
15372607 0 8584 0 43797313 2452656522
15372609 0 8586 1 0 0
15379293 0 8586 0 43797530 1218489544
15379295 0 8588 1 0 0
15380199 0 8588 0 43797552 1413849193
15380201 0 8590 1 0 0
15381139 0 8590 0 43797554 112338985
15381141 0 8592 1 0 0
15381695 0 8592 0 43797554 339774825
15381697 0 8594 1 0 0
15381917 0 8594 0 43797554 1111854346
15381919 0 8596 1 0 0
15385767 0 8596 0 43797569 2257945738
15385769 0 8598 1 0 0
15386461 0 8598 0 43797569 2292231459
15386463 0 8600 1 0 0
15400141 0 8600 0 43811169 2461081923
15400143 0 8602 1 0 0
15401791 0 8602 0 43811170 1183156550
15401793 0 8604 1 0 0
15404693 0 8604 0 43813401 2451965195
15404695 0 8606 1 0 0
15405475 0 8606 0 43813402 1277527308
15405477 0 8608 1 0 0
15407197 0 8608 0 43813472 2351997289
15407199 0 8610 1 0 0
15407433 0 8610 0 43813472 2352324649
15407435 0 8612 1 0 0
15409493 0 8612 0 43813472 2452824107
15409495 0 8614 1 0 0
15409547 0 8614 0 43813472 2452824417
15409549 0 8616 1 0 0
15411133 0 8616 0 43813473 2184552521
15411135 0 8618 1 0 0
15411851 0 8618 0 43813473 2452660299
15411853 0 8620 1 0 0
15412895 0 8620 0 43813474 1110808640
15412897 0 8620 1 0 0
15418551 0 8620 0 43813696 2455864652
15418553 0 8622 1 0 0
15419797 0 8622 0 43813699 107030569
15419799 0 8624 1 0 0
15421887 0 8624 0 43813914 212936745
15421889 0 8626 1 0 0
15422991 0 8626 0 43813914 337847649
15422993 0 8628 1 0 0
15424317 0 8628 0 43852058 212937092
15424319 0 8630 1 0 0
15425091 0 8630 0 43852080 2491560043
15425093 0 8632 1 0 0
15426417 0 8632 0 43852128 2352292196
15426419 0 8634 1 0 0
15427621 0 8634 0 43852128 2422574404
15427623 0 8636 1 0 0
15427875 0 8636 0 43852128 2427594854
15427877 0 8638 1 0 0
15428355 0 8638 0 43852129 211889256
15428357 0 8640 1 0 0
15428913 0 8640 0 43852129 271948098
15428915 0 8642 1 0 0
15429289 0 8642 0 43852129 278993003
15429291 0 8644 1 0 0
15430071 0 8644 0 43852129 280045670
15430073 0 8646 1 0 0
15432305 0 8646 0 43852608 2292231372
15432307 0 8648 1 0 0
15432997 0 8648 0 43852609 44117196
15432999 0 8650 1 0 0
15437333 0 8650 0 43852641 44248136
15437335 0 8652 1 0 0
15437851 0 8652 0 43852641 278993249
15437853 0 8654 1 0 0
15439135 0 8654 0 43852642 45295684
15439137 0 8656 1 0 0
15439419 0 8656 0 43852642 136649057
15439421 0 8658 1 0 0
15439783 0 8658 0 43852642 145791050
15439785 0 8660 1 0 0
15439935 0 8660 0 43852642 145795142
15439937 0 8662 1 0 0
15443531 0 8662 0 43852896 1186144578
15443533 0 8664 1 0 0
15444305 0 8664 0 43852896 1285631080
15444307 0 8666 1 0 0
15444453 0 8666 0 43852896 1285631235
15444455 0 8668 1 0 0
15445229 0 8668 0 43852896 1344641130
15445231 0 8670 1 0 0
15445905 0 8670 0 43852896 1352734827
15445907 0 8672 1 0 0
15446109 0 8672 0 43852896 1353783402
15446111 0 8674 1 0 0
15446863 0 8674 0 43853336 1219766658
15446865 0 8676 1 0 0
15447255 0 8676 0 43853336 1353781580
15447257 0 8678 1 0 0
15448229 0 8678 0 43853408 2427585642
15448231 0 8680 1 0 0
15450807 0 8680 0 43854609 44308588
15450809 0 8682 1 0 0
15451157 0 8682 0 43854609 44436680
15451159 0 8684 1 0 0
15452175 0 8684 0 43854609 212206696
15452177 0 8686 1 0 0
15454901 0 8686 0 43854616 1216688198
15454903 0 8688 1 0 0
15455419 0 8688 0 43854616 1218713676
15455421 0 8690 1 0 0
15455473 0 8690 0 43854616 1218713986
15455475 0 8692 1 0 0
15455951 0 8692 0 43854616 1277569284
15455953 0 8694 1 0 0
15457101 0 8694 0 43854616 1285624076
15457103 0 8696 1 0 0
15457257 0 8696 0 43854616 1285624200
15457259 0 8698 1 0 0
15458115 0 8698 0 43854618 136718529
15458117 0 8700 1 0 0
15459575 0 8700 0 43854640 1183191114
15459577 0 8702 1 0 0
15459835 0 8702 0 43854640 1185157196
15459837 0 8704 1 0 0
15461171 0 8704 0 43854641 44436738
15461173 0 8706 1 0 0
15461469 0 8706 0 43854656 1180772740
15461471 0 8708 1 0 0
15461689 0 8708 0 43854656 1180774724
15461691 0 8710 1 0 0
15462405 0 8710 0 43854656 1210390636
15462407 0 8712 1 0 0
15463859 0 8712 0 43854657 44111980
15463861 0 8714 1 0 0
15465565 0 8714 0 43854866 112330054
15465567 0 8716 1 0 0
15466157 0 8716 0 43854866 204516490
15466159 0 8718 1 0 0
15466525 0 8718 0 43854866 338734214
15466527 0 8720 1 0 0
15467317 0 8720 0 43854872 1219766342
15467319 0 8722 1 0 0
15467857 0 8722 0 43854872 1285624168
15467859 0 8724 1 0 0
15469213 0 8724 0 43854874 145795142
15469215 0 8726 1 0 0
15471387 0 8726 0 43854896 1186205770
15471389 0 8728 1 0 0
15471839 0 8728 0 43854896 1186211970
15471841 0 8730 1 0 0
15472705 0 8730 0 43854897 44305762
15472707 0 8732 1 0 0
15474803 0 8732 0 43854912 2292231363
15474805 0 8734 1 0 0
15475601 0 8734 0 43854913 44117187
15475603 0 8736 1 0 0
15476961 0 8736 0 43860249 2461077896
15476963 0 8738 1 0 0
15477401 0 8738 0 43860251 270902468
15477403 0 8740 1 0 0
15477987 0 8740 0 43860251 272999618
15477989 0 8742 1 0 0
15479069 0 8742 0 43860251 313594056
15479071 0 8744 1 0 0
15479713 0 8744 0 43860272 2461114508
15479715 0 8746 1 0 0
15481123 0 8746 0 43860275 109421698
15481125 0 8748 1 0 0
15485313 0 8748 0 43860313 2257985666
15485315 0 8750 1 0 0
15486183 0 8750 0 43860314 110495878
15486185 0 8752 1 0 0
15487281 0 8752 0 43860784 2461048972
15487283 0 8754 1 0 0
15488835 0 8754 0 43860787 42305673
15488837 0 8756 1 0 0
15492319 0 8756 0 43860825 2190876802
15492321 0 8758 1 0 0
15494439 0 8758 0 43860826 1111564492
15494441 0 8760 1 0 0
15497575 0 8760 0 43861011 271620395
15497577 0 8762 1 0 0
15501007 0 8762 0 43861011 308554787
15501009 0 8764 1 0 0
15501367 0 8764 0 43861011 313623752
15501369 0 8766 1 0 0
15501941 0 8766 0 43861040 1186214178
15501943 0 8768 1 0 0
15502311 0 8768 0 43861040 1378230379
15502313 0 8770 1 0 0
15503711 0 8770 0 43861080 1180961161
15503713 0 8772 1 0 0
15504613 0 8772 0 43861080 1183920390
15504615 0 8774 1 0 0
15505421 0 8774 0 43861080 1184237830
15505423 0 8776 1 0 0
15509129 0 8776 0 43861522 1111764076
15509131 0 8778 1 0 0
15509453 0 8778 0 43861523 36973860
15509455 0 8780 1 0 0
15509853 0 8780 0 43861523 38022435
15509855 0 8782 1 0 0
15510085 0 8782 0 43861523 280069412
15510087 0 8784 1 0 0
15510451 0 8784 0 43861528 1217792360
15510453 0 8786 1 0 0
15510897 0 8786 0 43861528 1219791240
15510899 0 8788 1 0 0
15511249 0 8788 0 43861528 1346774370
15511251 0 8790 1 0 0
15512487 0 8790 0 43861531 280039465
15512489 0 8792 1 0 0
15513239 0 8792 0 43861592 1346446444
15513241 0 8794 1 0 0
15513685 0 8794 0 43861592 2291540003
15513687 0 8796 1 0 0
15515233 0 8796 0 43861594 1111564396
15515235 0 8798 1 0 0
15515631 0 8798 0 43863057 271950886
15515633 0 8800 1 0 0
15518813 0 8800 0 43863057 2419101995
15518815 0 8802 1 0 0
15519417 0 8802 0 43863058 38055107
15519419 0 8804 1 0 0
15522999 0 8804 0 43863064 1346446694
15523001 0 8806 1 0 0
15525807 0 8806 0 43863088 1186203785
15525809 0 8808 1 0 0
15526025 0 8808 0 43863088 1186203785
15526027 0 8808 1 0 0
15528733 0 8808 0 43868441 2426807300
15528735 0 8808 1 0 0
15528929 0 8808 0 43868441 2426807364
15528931 0 8810 1 0 0
15529195 0 8810 0 43868441 2485265800
15529197 0 8812 1 0 0
15535315 0 8812 0 43868464 2491560227
15535317 0 8814 1 0 0
15538607 0 8814 0 43868467 344066339
15538609 0 8816 1 0 0
15539175 0 8816 0 43868481 2257662276
15539177 0 8818 1 0 0
15539421 0 8818 0 43868481 2258707844
15539423 0 8820 1 0 0
15539917 0 8820 0 43868483 306260163
15539919 0 8822 1 0 0
15543915 0 8822 0 43868513 2451710275
15543917 0 8824 1 0 0
15544887 0 8824 0 43868514 1182927174
15544889 0 8826 1 0 0
15547041 0 8826 0 43868976 2491461769
15547043 0 8828 1 0 0
15547469 0 8828 0 43868976 2491559977
15547471 0 8830 1 0 0
15548387 0 8830 0 43868978 1117915404
15548389 0 8832 1 0 0
15551215 0 8832 0 43868993 44112265
15551217 0 8834 1 0 0
15552331 0 8834 0 43868995 37824713
15552333 0 8836 1 0 0
15556897 0 8836 0 43869025 278992937
15556899 0 8838 1 0 0
15558303 0 8838 0 43869025 2451703050
15558305 0 8840 1 0 0
15558585 0 8840 0 43869025 2451899528
15558587 0 8842 1 0 0
15558695 0 8842 0 43869025 2451906689
15558697 0 8844 1 0 0
15562191 0 8844 0 43869202 1278554152
15562193 0 8846 1 0 0
15562567 0 8846 0 43869202 1285653896
15562569 0 8848 1 0 0
15564925 0 8848 0 43869232 1378225418
15564927 0 8850 1 0 0
15565451 0 8850 0 43869235 304352298
15565453 0 8852 1 0 0
15565713 0 8852 0 43869248 1183920454
15565715 0 8854 1 0 0
15569399 0 8854 0 43869280 1352767561
15569401 0 8856 1 0 0
15570003 0 8856 0 43869280 1378028872
15570005 0 8858 1 0 0
15571943 0 8858 0 43869714 1110714756
15571945 0 8860 1 0 0
15572435 0 8860 0 43869714 1111756170
15572437 0 8862 1 0 0
15575099 0 8862 0 43869715 344040577
15575101 0 8864 1 0 0
15575283 0 8864 0 43869715 344040577
15575285 0 8864 1 0 0
15575745 0 8864 0 43869715 344073251
15575747 0 8866 1 0 0
15580287 0 8866 0 43869763 37030025
15580289 0 8868 1 0 0
15581317 0 8868 0 43869792 1216455754
15581319 0 8870 1 0 0
15581527 0 8870 0 43869792 1216678179
15581529 0 8872 1 0 0
15583151 0 8872 0 43869794 1110777924
15583153 0 8874 1 0 0
15585807 0 8874 0 43876633 2461077832
15585809 0 8876 1 0 0
15589081 0 8876 0 43876634 339813734
15589083 0 8878 1 0 0
15595695 0 8878 0 43876673 305465702
15595697 0 8880 1 0 0
15596425 0 8880 0 43876673 2258702635
15596427 0 8882 1 0 0
15596623 0 8882 0 43876673 2258709796
15596625 0 8884 1 0 0
15600165 0 8884 0 43876697 2257723714
15600167 0 8886 1 0 0
15601521 0 8886 0 43876697 2485265512
15601523 0 8888 1 0 0
15601869 0 8888 0 43876698 110233926
15601871 0 8890 1 0 0
15605503 0 8890 0 43877168 2491781161
15605505 0 8892 1 0 0
15609561 0 8892 0 43877185 44112233
15609563 0 8894 1 0 0
15609895 0 8894 0 43877185 2191600932
15609897 0 8896 1 0 0
15610075 0 8896 0 43877185 2292231458
15610077 0 8898 1 0 0
15613441 0 8898 0 43877210 37824713
15613443 0 8900 1 0 0
15614641 0 8900 0 43877210 143697990
15614643 0 8902 1 0 0
15617209 0 8902 0 43877394 338729259
15617211 0 8904 1 0 0
15617527 0 8904 0 43877394 338734374
15617529 0 8906 1 0 0
15618437 0 8906 0 43877424 1387372866
15618439 0 8908 1 0 0
15619437 0 8908 0 43877424 1411752041
15619439 0 8910 1 0 0
15620961 0 8910 0 43877440 1184205126
15620963 0 8912 1 0 0
15623517 0 8912 0 43877464 1277501545
15623519 0 8914 1 0 0
15624237 0 8914 0 43877464 1415685192
15624239 0 8916 1 0 0
15625063 0 8916 0 43877466 338732102
15625065 0 8918 1 0 0
15626045 0 8918 0 43877912 1219791176
15626047 0 8920 1 0 0
15626839 0 8920 0 43877912 1413786882
15626841 0 8922 1 0 0
15628105 0 8922 0 43877976 1217503554
15628107 0 8924 1 0 0
15628639 0 8924 0 43877976 1413554281
15628641 0 8926 1 0 0
15628947 0 8926 0 43877976 1413778690
15628949 0 8928 1 0 0
15629139 0 8928 0 43877976 2291245377
15629141 0 8930 1 0 0
15629593 0 8930 0 43877976 2486472961
15629595 0 8932 1 0 0
15632109 0 8932 0 43878929 45386952
15632111 0 8934 1 0 0
15632431 0 8934 0 43878929 204778536
15632433 0 8936 1 0 0
15633361 0 8936 0 43878929 210863464
15633363 0 8938 1 0 0
15633969 0 8938 0 43878929 305409062
15633971 0 8940 1 0 0
15634279 0 8940 0 43878929 313623752
15634281 0 8942 1 0 0
15634571 0 8942 0 43878929 313789478
15634573 0 8944 1 0 0
15634853 0 8944 0 43878929 2184457508
15634855 0 8946 1 0 0
15636157 0 8946 0 43878929 2192837924
15636159 0 8948 1 0 0
15637471 0 8948 0 43878929 2259944740
15637473 0 8950 1 0 0
15640595 0 8950 0 43878936 1216717894
15640597 0 8952 1 0 0
15642041 0 8952 0 43878936 1277472004
15642043 0 8954 1 0 0
15643659 0 8954 0 43878936 1380003078
15643661 0 8956 1 0 0
15643873 0 8956 0 43878936 1380199494
15643875 0 8958 1 0 0
15644743 0 8958 0 43878937 2451703051
15644745 0 8960 1 0 0
15656993 0 8960 0 44049202 1487019362
15656995 0 8962 1 0 0
15658275 0 8962 0 44049202 3527813191
15658277 0 8964 1 0 0
15659971 0 8964 0 44049232 2461146502
15659973 0 8966 1 0 0
15661121 0 8966 0 44049233 2461146498
15661123 0 8968 1 0 0
15662181 0 8968 0 44049233 3367284930
15662183 0 8970 1 0 0
15662561 0 8970 0 44049233 3534819532
15662563 0 8972 1 0 0
15672503 0 8972 0 44049458 1486986315
15672505 0 8974 1 0 0
15680605 0 8974 0 44049506 1285631079
15680607 0 8976 1 0 0
15681021 0 8976 0 44050193 2559937860
15681023 0 8978 1 0 0
15681211 0 8978 0 44050193 2559938883
15681213 0 8980 1 0 0
15689523 0 8980 0 44050736 2394009924
15689525 0 8982 1 0 0
15690267 0 8982 0 44050736 3466987659
15690269 0 8984 1 0 0
15696471 0 8984 0 44051217 3527813222
15696473 0 8986 1 0 0
15702347 0 8986 0 44051233 3634436201
15702349 0 8988 1 0 0
15704557 0 8988 0 44051248 3466994756
15704559 0 8990 1 0 0
15704811 0 8990 0 44051248 3527813191
15704813 0 8992 1 0 0
15705027 0 8992 0 44051248 3561271367
15705029 0 8994 1 0 0
15705597 0 8994 0 44051256 2291542118
15705599 0 8996 1 0 0
15705803 0 8996 0 44051256 2291542118
15705805 0 8996 1 0 0
15707729 0 8996 0 44051256 2559715430
15707731 0 8998 1 0 0
15709217 0 8998 0 44051256 3633453378
15709219 0 9000 1 0 0
15711059 0 9000 0 44051473 3560285318
15711061 0 9002 1 0 0
15711269 0 9002 0 44051473 3561333862
15711271 0 9004 1 0 0
15712227 0 9004 0 44051474 1313148107
15712229 0 9006 1 0 0
15712549 0 9006 0 44051474 1313180998
15712551 0 9008 1 0 0
15726019 0 9008 0 44051512 2352288105
15726021 0 9010 1 0 0
15732205 0 9010 0 44051536 3432059239
15732207 0 9012 1 0 0
15733597 0 9012 0 44051536 3460670534
15733599 0 9014 1 0 0
15734005 0 9014 0 44051536 3465906182
15734007 0 9014 1 0 0
15734935 0 9014 0 44051537 2291502306
15734937 0 9016 1 0 0
15735149 0 9016 0 44051537 2291502306
15735151 0 9016 1 0 0
15735421 0 9016 0 44051537 3292898406
15735423 0 9018 1 0 0
15736949 0 9018 0 44057650 1477811306
15736951 0 9020 1 0 0
15740083 0 9020 0 44057696 1387465962
15740085 0 9022 1 0 0
15740815 0 9022 0 44057697 3534947434
15740817 0 9024 1 0 0
15744447 0 9024 0 44058394 3524405638
15744449 0 9026 1 0 0
15745173 0 9026 0 44058394 3527616897
15745175 0 9028 1 0 0
15747497 0 9028 0 44058448 3529649196
15747499 0 9030 1 0 0
15748891 0 9030 0 44058464 1380133994
15748893 0 9032 1 0 0
15749107 0 9032 0 44058464 1380133994
15749109 0 9032 1 0 0
15749257 0 9032 0 44058464 1380257126
15749259 0 9034 1 0 0
15752233 0 9034 0 44058465 2191666467
15752235 0 9036 1 0 0
15752573 0 9036 0 44058465 2450664554
15752575 0 9038 1 0 0
15754655 0 9038 0 44058905 2484441479
15754657 0 9040 1 0 0
15760163 0 9040 0 44058976 1219733606
15760165 0 9042 1 0 0
15761189 0 9042 0 44058976 1320261770
15761191 0 9044 1 0 0
15769113 0 9044 0 44059417 2484220137
15769115 0 9046 1 0 0
15773649 0 9046 0 44059440 1319505188
15773651 0 9048 1 0 0
15774031 0 9048 0 44059440 1380326506
15774033 0 9050 1 0 0
15774607 0 9050 0 44059440 1413722217
15774609 0 9052 1 0 0
15775407 0 9052 0 44059440 1480829033
15775409 0 9054 1 0 0
15775831 0 9054 0 44059440 1480891498
15775833 0 9056 1 0 0
15776029 0 9056 0 44059440 1486986532
15776031 0 9058 1 0 0
15779439 0 9058 0 44059448 1217796202
15779441 0 9060 1 0 0
15779585 0 9060 0 44059448 1217800294
15779587 0 9062 1 0 0
15779875 0 9062 0 44059448 1415875972
15779877 0 9064 1 0 0
15781643 0 9064 0 44059448 3563357572
15781645 0 9066 1 0 0
15783953 0 9066 0 44059673 2484441321
15783955 0 9068 1 0 0
15792103 0 9068 0 44059698 1111858282
15792105 0 9070 1 0 0
15797359 0 9070 0 44059704 3563367553
15797361 0 9072 1 0 0
15804633 0 9072 0 44059728 3467773222
15804635 0 9074 1 0 0
15814219 0 9074 0 44073242 3530958918
15814221 0 9076 1 0 0
15818197 0 9076 0 44073296 2456161639
15818199 0 9078 1 0 0
15822955 0 9078 0 44073314 1147250923
15822957 0 9080 1 0 0
15824231 0 9080 0 44073314 1278576874
15824233 0 9082 1 0 0
15824655 0 9082 0 44073314 1312131398
15824657 0 9084 1 0 0
15824947 0 9084 0 44073314 1312135242
15824949 0 9086 1 0 0
15825401 0 9086 0 44073314 1319213131
15825403 0 9088 1 0 0
15825643 0 9088 0 44074778 3299025964
15825645 0 9090 1 0 0
15826215 0 9090 0 44074778 3524462924
15826217 0 9092 1 0 0
15827171 0 9092 0 44074832 3261378635
15827173 0 9094 1 0 0
15827619 0 9094 0 44074832 3261441100
15827621 0 9096 1 0 0
15828531 0 9096 0 44074848 2450729067
15828533 0 9098 1 0 0
15831411 0 9098 0 44075320 3266386252
15831413 0 9100 1 0 0
15833433 0 9100 0 44075360 3261147371
15833435 0 9102 1 0 0
15833795 0 9102 0 44075360 3261434183
15833797 0 9104 1 0 0
15834655 0 9104 0 44075360 3265337703
15834657 0 9106 1 0 0
15835799 0 9106 0 44075360 3466663979
15835801 0 9108 1 0 0
15835995 0 9108 0 44075360 3467712554
15835997 0 9110 1 0 0
15836711 0 9110 0 44075361 2222294122
15836713 0 9112 1 0 0
15836951 0 9112 0 44075361 2225308779
15836953 0 9114 1 0 0
15842111 0 9114 0 44076057 2484446434
15842113 0 9116 1 0 0
15843401 0 9116 0 44076058 1310034246
15843403 0 9118 1 0 0
15845605 0 9118 0 44076088 2360640608
15845607 0 9118 1 0 0
15845791 0 9118 0 44076088 2360640618
15845793 0 9120 1 0 0
15846311 0 9120 0 44076088 2486379873
15846313 0 9122 1 0 0
15847549 0 9122 0 44076088 3563136353
15847551 0 9124 1 0 0
15848201 0 9124 0 44076090 3258131530
15848203 0 9126 1 0 0
15852731 0 9126 0 44076112 2385880102
15852733 0 9128 1 0 0
15853013 0 9128 0 44076112 2393998537
15853015 0 9130 1 0 0
15855059 0 9130 0 44076113 2184553698
15855061 0 9132 1 0 0
15856541 0 9132 0 44089626 3466667396
15856543 0 9134 1 0 0
15857351 0 9134 0 44089626 3527485831
15857353 0 9136 1 0 0
15857695 0 9136 0 44089626 3530631552
15857697 0 9136 1 0 0
15858157 0 9136 0 44089626 3530697090
15858159 0 9138 1 0 0
15858533 0 9138 0 44089626 3530887244
15858535 0 9140 1 0 0
15859049 0 9140 0 44089656 2553588874
15859051 0 9142 1 0 0
15859303 0 9142 0 44089656 2559715435
15859305 0 9144 1 0 0
15859409 0 9144 0 44089680 2385880452
15859411 0 9146 1 0 0
15859893 0 9146 0 44089696 2385880202
15859895 0 9148 1 0 0
15860463 0 9148 0 44089696 2392960292
15860465 0 9150 1 0 0
15860731 0 9150 0 44089696 2392993059
15860733 0 9152 1 0 0
15861843 0 9152 0 44089696 2456956010
15861845 0 9154 1 0 0
15862667 0 9154 0 44089697 3527485547
15862669 0 9156 1 0 0
15865581 0 9156 0 44090385 3634464043
15865583 0 9158 1 0 0
15865845 0 9158 0 44090386 3530655114
15865847 0 9160 1 0 0
15866477 0 9160 0 44090464 1383148650
15866479 0 9162 1 0 0
15866701 0 9162 0 44090464 1383181386
15866703 0 9164 1 0 0
15869801 0 9164 0 44091744 1218677091
15869803 0 9166 1 0 0
15871325 0 9166 0 44091744 2292427811
15871327 0 9168 1 0 0
15871903 0 9168 0 44091744 2392949899
15871905 0 9170 1 0 0
15872223 0 9170 0 44092177 3258233156
15872225 0 9172 1 0 0
15872381 0 9172 0 44092177 3258233156
15872383 0 9172 1 0 0
