=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2022.10.20 18:57:10 =~=~=~=~=~=~=~=~=~=~=~=
Time Done Counter ack_out a_out_2 a_out_1 a_out_0
37984711 0 13928 1 0 0 0
37985241 0 13928 0 0 849708650 3292768513
37985243 0 13930 1 0 0 0
37985919 0 13930 0 0 849708650 3457288458
37985921 0 13932 1 0 0 0
37986139 0 13932 0 0 849708650 3457288520
37986141 0 13934 1 0 0 0
37986733 0 13934 0 0 849709585 47454567
37986735 0 13936 1 0 0 0
37989561 0 13936 0 0 849709585 3268780228
37989563 0 13938 1 0 0 0
37990361 0 13938 0 0 849709586 3426787751
37990363 0 13940 1 0 0 0
37991247 0 13940 0 0 849709601 2195038279
37991249 0 13942 1 0 0 0
37993499 0 13942 0 0 849709625 81008993
37993501 0 13944 1 0 0 0
38003621 0 13944 0 0 849715514 3424985228
38003623 0 13946 1 0 0 0
38010185 0 13946 0 0 849716242 410037450
38010187 0 13948 1 0 0 0
38011115 0 13948 0 0 849716242 3495997767
38011117 0 13950 1 0 0 0
38015875 0 13950 0 0 849716305 3294671115
38015877 0 13952 1 0 0 0
38021553 0 13952 0 0 849716755 38022151
38021555 0 13952 1 0 0 0
38021623 0 13952 0 0 849716755 38022154
38021625 0 13952 1 0 0 0
38024323 0 13952 0 0 849716819 38022146
38024325 0 13952 1 0 0 0
38024405 0 13952 0 0 849716819 38022151
38024407 0 13952 1 0 0 0
38024659 0 13952 0 0 849716819 38022215
38024661 0 13954 1 0 0 0
38025123 0 13954 0 0 849716819 236062987
38025125 0 13956 1 0 0 0
38027613 0 13956 0 0 849717777 2417111275
38027615 0 13958 1 0 0 0
38030127 0 13958 0 0 849717777 3259343052
38030129 0 13960 1 0 0 0
38030603 0 13960 0 0 849717777 3628114123
38030605 0 13962 1 0 0 0
38031623 0 13962 0 0 849717778 3426787719
38031625 0 13964 1 0 0 0
38037037 0 13964 0 0 849717817 403909704
38037039 0 13966 1 0 0 0
38037245 0 13966 0 0 849717817 403975238
38037247 0 13968 1 0 0 0
38050767 0 13968 0 0 849880667 1148490120
38050769 0 13970 1 0 0 0
38053103 0 13970 0 0 849880672 2591337732
38053105 0 13972 1 0 0 0
38053909 0 13972 0 0 849880673 3302265099
38053911 0 13974 1 0 0 0
38055061 0 13974 0 0 849881378 438512876
38055063 0 13976 1 0 0 0
38055499 0 13976 0 0 849881379 237186472
38055501 0 13978 1 0 0 0
38055839 0 13978 0 0 849881379 237345037
38055841 0 13980 1 0 0 0
38060587 0 13980 0 0 849881442 438512868
38060589 0 13982 1 0 0 0
38065783 0 13982 0 0 849881889 3665899721
38065785 0 13984 1 0 0 0
38066595 0 13984 0 0 849881890 438606215
38066597 0 13986 1 0 0 0
38071305 0 13986 0 0 849881906 438445292
38071307 0 13988 1 0 0 0
38072003 0 13988 0 0 849881907 237118888
38072005 0 13990 1 0 0 0
38072709 0 13990 0 0 849881907 315887687
38072711 0 13992 1 0 0 0
38073525 0 13992 0 0 849882386 410135558
38073527 0 13992 1 0 0 0
38084745 0 13992 0 0 849888347 1348514025
38084747 0 13994 1 0 0 0
38089191 0 13994 0 0 849888859 1309811081
38089193 0 13996 1 0 0 0
38089879 0 13996 0 0 849888859 1343364396
38089881 0 13998 1 0 0 0
38096529 0 13998 0 0 849889633 42151335
38096531 0 14000 1 0 0 0
38096797 0 14000 0 0 849889633 236137896
38096799 0 14002 1 0 0 0
38097129 0 14002 0 0 849889633 236296461
38097131 0 14004 1 0 0 0
38098207 0 14004 0 0 849889634 437464292
38098209 0 14006 1 0 0 0
38099689 0 14006 0 0 849890097 404004264
38099691 0 14008 1 0 0 0
38100557 0 14008 0 0 849890098 47324460
38100559 0 14010 1 0 0 0
38104379 0 14010 0 0 849890608 1485148393
38104381 0 14012 1 0 0 0
38108493 0 14012 0 0 849890649 3261378696
38108495 0 14014 1 0 0 0
38110077 0 14014 0 0 849890649 3630466184
38110079 0 14016 1 0 0 0
38111351 0 14016 0 0 849903960 2396270886
38111353 0 14018 1 0 0 0
38116417 0 14018 0 0 849903970 80979302
38116419 0 14020 1 0 0 0
38122779 0 14020 0 0 849906011 1114710220
38122781 0 14022 1 0 0 0
38122949 0 14022 0 0 849906011 1114714312
38122951 0 14024 1 0 0 0
38123193 0 14024 0 0 849906011 1114714312
38123195 0 14024 1 0 0 0
38123793 0 14024 0 0 849906011 1147405548
38123795 0 14026 1 0 0 0
38126521 0 14026 0 0 849906016 2383618475
38126523 0 14028 1 0 0 0
38126861 0 14028 0 0 849906016 2584944999
38126863 0 14030 1 0 0 0
38128057 0 14030 0 0 849906018 438502635
38128059 0 14032 1 0 0 0
38128221 0 14032 0 0 849906018 438502759
38128223 0 14034 1 0 0 0
38138081 0 14034 0 0 849936736 2590289031
38138083 0 14036 1 0 0 0
38140751 0 14036 0 0 849936737 3659831435
38140753 0 14038 1 0 0 0
38144419 0 14038 0 0 849937499 1147187433
38144421 0 14040 1 0 0 0
38144607 0 14040 0 0 849937499 1148236070
38144609 0 14042 1 0 0 0
38145019 0 14042 0 0 849937499 1150496993
38145021 0 14044 1 0 0 0
38145287 0 14044 0 0 849937499 1284550882
38145289 0 14046 1 0 0 0
38148999 0 14046 0 0 849937939 1114778924
38149001 0 14048 1 0 0 0
38150077 0 14048 0 0 849938011 1148490113
38150079 0 14050 1 0 0 0
38150817 0 14050 0 0 849938016 1517595716
38150819 0 14052 1 0 0 0
38152229 0 14052 0 0 849938016 2584973673
38152231 0 14054 1 0 0 0
38154481 0 14054 0 0 849939217 437557639
38154483 0 14056 1 0 0 0
38155465 0 14056 0 0 849939217 3658789060
38155467 0 14058 1 0 0 0
38157273 0 14058 0 0 849939219 210801063
38157275 0 14060 1 0 0 0
38157865 0 14060 0 0 849939219 236067117
38157867 0 14062 1 0 0 0
38160187 0 14062 0 0 849939232 1519628358
38160189 0 14064 1 0 0 0
38161115 0 14064 0 0 849939232 2590285185
38161117 0 14066 1 0 0 0
38163701 0 14066 0 0 849939235 308321357
38163703 0 14068 1 0 0 0
38165355 0 14068 0 0 849939729 236299654
38165357 0 14070 1 0 0 0
38165697 0 14070 0 0 849939729 3261378699
38165699 0 14072 1 0 0 0
38165977 0 14072 0 0 849939729 3261441164
38165979 0 14074 1 0 0 0
38168169 0 14074 0 0 849939731 236067115
38168171 0 14076 1 0 0 0
38169377 0 14076 0 0 849939731 308325511
38169379 0 14078 1 0 0 0
38171179 0 14078 0 0 849939744 1311086985
38171181 0 14080 1 0 0 0
38171477 0 14080 0 0 849939744 1378036972
38171479 0 14082 1 0 0 0
38171917 0 14082 0 0 849939747 237186337
38171919 0 14084 1 0 0 0
38172593 0 14084 0 0 849939747 308325447
38172595 0 14086 1 0 0 0
38173723 0 14086 0 0 849939800 2350158215
38173725 0 14088 1 0 0 0
38174169 0 14088 0 0 849939800 2383553926
38174171 0 14090 1 0 0 0
38174421 0 14090 0 0 849939800 2383556902
38174423 0 14092 1 0 0 0
38176719 0 14092 0 0 849939801 3294667916
38176721 0 14094 1 0 0 0
38176911 0 14094 0 0 849939801 3294670985
38176913 0 14096 1 0 0 0
38179121 0 14096 0 0 849969442 445716839
38179123 0 14098 1 0 0 0
38182423 0 14098 0 0 849969456 2463371623
38182425 0 14100 1 0 0 0
38184779 0 14100 0 0 849969458 3458344360
38184781 0 14102 1 0 0 0
38185639 0 14102 0 0 849969458 3665962210
38185641 0 14104 1 0 0 0
38187789 0 14104 0 0 849969497 248587464
38187791 0 14106 1 0 0 0
38192041 0 14106 0 0 849970193 3536888011
38192043 0 14108 1 0 0 0
38197845 0 14108 0 0 849970195 1382296801
38197847 0 14110 1 0 0 0
38198583 0 14110 0 0 849970226 80780587
38198585 0 14112 1 0 0 0
38201077 0 14112 0 0 849970265 3294668200
38201079 0 14114 1 0 0 0
38201355 0 14114 0 0 849970265 3294889385
38201357 0 14116 1 0 0 0
38201903 0 14116 0 0 849970265 3302229286
38201905 0 14118 1 0 0 0
38202157 0 14118 0 0 849970266 80780582
38202159 0 14120 1 0 0 0
38203345 0 14120 0 0 849970267 1147405545
38203347 0 14122 1 0 0 0
38204999 0 14122 0 0 849970706 3263309037
38205001 0 14124 1 0 0 0
38208097 0 14124 0 0 849970707 1309945124
38208099 0 14126 1 0 0 0
38210767 0 14126 0 0 849970723 1115757856
38210769 0 14126 1 0 0 0
38218563 0 14126 0 0 849971473 236203430
38218565 0 14128 1 0 0 0
38218985 0 14128 0 0 849971473 437524839
38218987 0 14130 1 0 0 0
38219681 0 14130 0 0 849971475 1113861348
38219683 0 14132 1 0 0 0
38220407 0 14132 0 0 849971475 1310040260
38220409 0 14134 1 0 0 0
38220833 0 14134 0 0 849971488 1311086861
38220835 0 14136 1 0 0 0
38224065 0 14136 0 0 849971491 1113660776
38224067 0 14138 1 0 0 0
38226425 0 14138 0 0 849971504 2584973579
38226427 0 14140 1 0 0 0
38226837 0 14140 0 0 849971504 2585006439
38226839 0 14142 1 0 0 0
38228297 0 14142 0 0 849971507 1149276395
38228299 0 14144 1 0 0 0
38235117 0 14144 0 0 849977634 3496259655
38235119 0 14146 1 0 0 0
38241965 0 14146 0 0 849977698 203730055
38241967 0 14148 1 0 0 0
38243725 0 14148 0 0 849978386 410037542
38243727 0 14150 1 0 0 0
38246133 0 14150 0 0 849978416 1484103753
38246135 0 14152 1 0 0 0
38248833 0 14152 0 0 849978466 74493222
38248835 0 14154 1 0 0 0
38250107 0 14154 0 0 849978898 3457295752
38250109 0 14156 1 0 0 0
38250421 0 14156 0 0 849978898 3490850028
38250423 0 14158 1 0 0 0
38252681 0 14158 0 0 849978976 1215605832
38252683 0 14160 1 0 0 0
38254985 0 14160 0 0 849979667 40119431
38254987 0 14162 1 0 0 0
38258587 0 14162 0 0 849979680 1348836364
38258589 0 14162 1 0 0 0
38259817 0 14162 0 0 849979683 39918952
38259819 0 14164 1 0 0 0
38264065 0 14164 0 0 849979699 74486120
38264067 0 14166 1 0 0 0
38267939 0 14166 0 0 849979745 74810630
38267941 0 14168 1 0 0 0
38271093 0 14168 0 0 849980177 3625226440
38271095 0 14170 1 0 0 0
38275321 0 14170 0 0 849980192 1318138118
38275323 0 14172 1 0 0 0
38275977 0 14172 0 0 849980192 1482988616
38275979 0 14174 1 0 0 0
38276743 0 14174 0 0 849980192 2391847174
38276745 0 14176 1 0 0 0
38278429 0 14176 0 0 849980193 3626271944
38278431 0 14178 1 0 0 0
38282967 0 14178 0 0 849980209 236204105
38282969 0 14180 1 0 0 0
38283197 0 14180 0 0 849980209 404003912
38283199 0 14182 1 0 0 0
38303463 0 14182 0 0 850143777 2463178120
38303465 0 14184 1 0 0 0
38310981 0 14184 0 0 850143841 2429625572
38310983 0 14186 1 0 0 0
38326765 0 14186 0 0 850144307 1319372937
38326767 0 14188 1 0 0 0
38328211 0 14188 0 0 850144315 1150488904
38328213 0 14190 1 0 0 0
38335589 0 14190 0 0 850150480 1519628550
38335591 0 14192 1 0 0 0
38336775 0 14192 0 0 850150483 1382063496
38336777 0 14194 1 0 0 0
38342023 0 14194 0 0 850150992 1519620364
38342025 0 14196 1 0 0 0
38347499 0 14196 0 0 850151008 1518670057
38347501 0 14198 1 0 0 0
38350103 0 14198 0 0 850151985 404004264
38350105 0 14200 1 0 0 0
38357593 0 14200 0 0 850152033 269785511
38357595 0 14202 1 0 0 0
38357867 0 14202 0 0 850152033 282368039
38357869 0 14204 1 0 0 0
38359751 0 14204 0 0 850152033 2463146119
38359753 0 14206 1 0 0 0
38363113 0 14206 0 0 850152041 2190717064
38363115 0 14208 1 0 0 0
38364451 0 14208 0 0 850152041 2559804552
38364453 0 14210 1 0 0 0
38365741 0 14210 0 0 850152498 47488138
38365743 0 14212 1 0 0 0
38372843 0 14212 0 0 850152507 1343525066
38372845 0 14214 1 0 0 0
38374291 0 14214 0 0 850152529 2291179943
38374293 0 14216 1 0 0 0
38377413 0 14216 0 0 850152531 1312858313
38377415 0 14218 1 0 0 0
38381235 0 14218 0 0 850166098 438543564
38381237 0 14220 1 0 0 0
38383633 0 14220 0 0 850166099 1382287596
38383635 0 14222 1 0 0 0
38387495 0 14222 0 0 850166114 438606151
38387497 0 14224 1 0 0 0
38392239 0 14224 0 0 850167392 2591327498
38392241 0 14226 1 0 0 0
38395929 0 14226 0 0 850168416 2463309863
38395931 0 14228 1 0 0 0
38396411 0 14228 0 0 850168417 2188452265
38396413 0 14230 1 0 0 0
38397363 0 14230 0 0 850168417 2221973929
38397365 0 14232 1 0 0 0
38405925 0 14232 0 0 850168891 1147438408
38405927 0 14234 1 0 0 0
38407739 0 14234 0 0 850168913 2586051817
38407741 0 14236 1 0 0 0
38407979 0 14236 0 0 850168913 2586051817
38407981 0 14236 1 0 0 0
38409395 0 14236 0 0 850168915 1113851913
38409397 0 14236 1 0 0 0
38409631 0 14236 0 0 850168915 1113852137
38409633 0 14238 1 0 0 0
38410451 0 14238 0 0 850168915 1147405545
38410453 0 14240 1 0 0 0
38410805 0 14240 0 0 850168915 1147444264
38410807 0 14242 1 0 0 0
38411135 0 14242 0 0 850168915 1309935910
38411137 0 14244 1 0 0 0
38416335 0 14244 0 0 850198881 443848706
38416337 0 14244 1 0 0 0
38417837 0 14244 0 0 850198881 2225317005
38417839 0 14246 1 0 0 0
38418871 0 14246 0 0 850198881 2594415746
38418873 0 14248 1 0 0 0
38419119 0 14248 0 0 850198881 2594415746
38419121 0 14248 1 0 0 0
38419537 0 14248 0 0 850198888 2457145548
38419539 0 14250 1 0 0 0
38420209 0 14250 0 0 850198889 309659852
38420211 0 14252 1 0 0 0
38420601 0 14252 0 0 850198889 2222272804
38420603 0 14254 1 0 0 0
38421725 0 14254 0 0 850199608 1512252810
38421727 0 14256 1 0 0 0
38424593 0 14256 0 0 850199648 1512252650
38424595 0 14258 1 0 0 0
38425269 0 14258 0 0 850199648 1516570857
38425271 0 14260 1 0 0 0
38432173 0 14260 0 0 850200160 2585039175
38432175 0 14262 1 0 0 0
38432549 0 14262 0 0 850200160 2591330346
38432551 0 14264 1 0 0 0
38432773 0 14264 0 0 850200160 2591363113
38432775 0 14266 1 0 0 0
38433711 0 14266 0 0 850201105 41201869
38433713 0 14268 1 0 0 0
38434691 0 14268 0 0 850201107 1114943684
38434693 0 14270 1 0 0 0
38435557 0 14270 0 0 850201123 1116932332
38435559 0 14272 1 0 0 0
38436685 0 14272 0 0 850201147 1150326924
38436687 0 14274 1 0 0 0
38438505 0 14274 0 0 850201185 74749997
38438507 0 14276 1 0 0 0
38438983 0 14276 0 0 850201185 303237357
38438985 0 14278 1 0 0 0
38440513 0 14278 0 0 850201193 303237511
38440515 0 14280 1 0 0 0
38444497 0 14280 0 0 850201617 2593165546
38444499 0 14282 1 0 0 0
38444671 0 14282 0 0 850201617 2593165639
38444673 0 14284 1 0 0 0
38446779 0 14284 0 0 850201632 1318259114
38446781 0 14286 1 0 0 0
38447075 0 14286 0 0 850201632 1319307565
38447077 0 14288 1 0 0 0
38448263 0 14288 0 0 850201632 1516570857
38448265 0 14290 1 0 0 0
38448749 0 14290 0 0 850201632 1519585514
38448751 0 14292 1 0 0 0
38452083 0 14292 0 0 850201635 1116932330
38452085 0 14294 1 0 0 0
38452183 0 14294 0 0 850201635 1116940514
38452185 0 14296 1 0 0 0
38455029 0 14296 0 0 850201656 2585039050
38455031 0 14298 1 0 0 0
38455481 0 14298 0 0 850201656 2585071817
38455483 0 14300 1 0 0 0
38458019 0 14300 0 0 850201659 1147185289
38458021 0 14302 1 0 0 0
38458617 0 14302 0 0 850201659 1150331014
38458619 0 14304 1 0 0 0
38460363 0 14304 0 0 850207010 404990157
38460365 0 14306 1 0 0 0
38464325 0 14306 0 0 850207059 1147416804
38464327 0 14308 1 0 0 0
38467869 0 14308 0 0 850207074 80980102
38467871 0 14310 1 0 0 0
38470363 0 14310 0 0 850207082 410069188
38470365 0 14312 1 0 0 0
38471067 0 14312 0 0 850207763 1343467846
38471069 0 14314 1 0 0 0
38473939 0 14314 0 0 850207827 1147182472
38473941 0 14316 1 0 0 0
38476453 0 14316 0 0 850207842 80938218
38476455 0 14318 1 0 0 0
38478245 0 14318 0 0 850207848 1482759496
38478247 0 14320 1 0 0 0
38478753 0 14320 0 0 850207850 74488202
38478755 0 14322 1 0 0 0
38480703 0 14322 0 0 850208275 1343459660
38480705 0 14324 1 0 0 0
38483307 0 14324 0 0 850208291 1115757962
38483309 0 14326 1 0 0 0
38485559 0 14326 0 0 850208352 1355878634
38485561 0 14328 1 0 0 0
38485697 0 14328 0 0 850208352 1355884772
38485699 0 14330 1 0 0 0
38490443 0 14330 0 0 850208360 2283022727
38490445 0 14332 1 0 0 0
38490793 0 14332 0 0 850208360 2417201484
38490795 0 14334 1 0 0 0
38492797 0 14334 0 0 850209809 248841416
38492799 0 14336 1 0 0 0
38499789 0 14336 0 0 850209824 2422253991
38499791 0 14338 1 0 0 0
38504275 0 14338 0 0 850209841 47458530
38504277 0 14340 1 0 0 0
38505557 0 14340 0 0 850209842 80780426
38505559 0 14342 1 0 0 0
38507049 0 14342 0 0 850209843 1151376520
38507051 0 14344 1 0 0 0
38522159 0 14344 0 0 850239841 2426474791
38522161 0 14346 1 0 0 0
38526179 0 14346 0 0 850240568 1486037314
38526181 0 14348 1 0 0 0
38527235 0 14348 0 0 850240571 76744008
38527237 0 14350 1 0 0 0
38529425 0 14350 0 0 850240610 74777894
38529427 0 14352 1 0 0 0
38532401 0 14352 0 0 850241104 1312891273
38532403 0 14354 1 0 0 0
38534545 0 14354 0 0 850241107 135530791
38534547 0 14356 1 0 0 0
38538461 0 14356 0 0 850241120 2417267015
38538463 0 14358 1 0 0 0
38538727 0 14358 0 0 850242065 41201864
38538729 0 14360 1 0 0 0
38539393 0 14360 0 0 850242065 410289352
38539395 0 14362 1 0 0 0
38543665 0 14362 0 0 850242096 1478794376
38543667 0 14364 1 0 0 0
38545369 0 14364 0 0 850242097 74756136
38545371 0 14366 1 0 0 0
38545859 0 14366 0 0 850242097 403966185
38545861 0 14368 1 0 0 0
38567117 0 14368 0 0 850404898 3666151657
38567119 0 14370 1 0 0 0
38575773 0 14370 0 0 850405649 2594450567
38575775 0 14372 1 0 0 0
38583679 0 14372 0 0 850405723 1346444614
38583681 0 14374 1 0 0 0
38586489 0 14374 0 0 850405737 2418384196
38586491 0 14376 1 0 0 0
38589827 0 14376 0 0 850406177 2463439944
38589829 0 14378 1 0 0 0
38590861 0 14378 0 0 850406177 3536922886
38590863 0 14380 1 0 0 0
38595549 0 14380 0 0 850406249 2451709256
38595551 0 14382 1 0 0 0
38614831 0 14382 0 0 850413147 1343367401
38614833 0 14384 1 0 0 0
38619577 0 14384 0 0 850413875 1116052618
38619579 0 14386 1 0 0 0
38622297 0 14386 0 0 850413883 1216392394
38622299 0 14388 1 0 0 0
38631687 0 14388 0 0 850414393 444925129
38631689 0 14390 1 0 0 0
38651515 0 14390 0 0 850429523 1115757867
38651517 0 14392 1 0 0 0
38658377 0 14392 0 0 850430313 2222294282
38658379 0 14394 1 0 0 0
38659587 0 14394 0 0 850430776 2362737930
38659589 0 14396 1 0 0 0
38660015 0 14396 0 0 850430776 2592122058
38660017 0 14398 1 0 0 0
38666081 0 14398 0 0 850460987 1277471882
38666083 0 14400 1 0 0 0
38675191 0 14400 0 0 850461715 1383115978
38675193 0 14402 1 0 0 0
38682699 0 14402 0 0 850462227 1114778634
38682701 0 14402 1 0 0 0
38683359 0 14402 0 0 850462227 1116874987
38683361 0 14404 1 0 0 0
38683603 0 14404 0 0 850462227 1116973195
38683605 0 14406 1 0 0 0
38684633 0 14406 0 0 850462299 1111792714
38684635 0 14408 1 0 0 0
38685611 0 14408 0 0 850462299 1116866794
38685613 0 14410 1 0 0 0
38686159 0 14410 0 0 850462299 1145347393
38686161 0 14412 1 0 0 0
38686503 0 14412 0 0 850463505 437557575
38686505 0 14414 1 0 0 0
38687561 0 14414 0 0 850463505 2584880362
38687563 0 14416 1 0 0 0
38690183 0 14416 0 0 850463505 3661669578
38690185 0 14418 1 0 0 0
38694515 0 14418 0 0 850463521 3659831338
38694517 0 14420 1 0 0 0
38698295 0 14420 0 0 850463545 437590089
38698297 0 14422 1 0 0 0
38698589 0 14422 0 0 850463592 1277500708
38698591 0 14424 1 0 0 0
38700443 0 14424 0 0 850463592 2350193956
38700445 0 14426 1 0 0 0
38707253 0 14426 0 0 850464017 2450664682
38707255 0 14428 1 0 0 0
38708671 0 14428 0 0 850464032 1378036970
38708673 0 14430 1 0 0 0
38709879 0 14430 0 0 850464056 1277471882
38709881 0 14432 1 0 0 0
38713913 0 14432 0 0 850464089 202705129
38713915 0 14434 1 0 0 0
38721755 0 14434 0 0 850469201 209792423
38721757 0 14436 1 0 0 0
38730035 0 14436 0 0 850469907 1352893643
38730037 0 14438 1 0 0 0
38732063 0 14438 0 0 850469968 1277406632
38732065 0 14440 1 0 0 0
38734275 0 14440 0 0 850469992 1277406216
38734277 0 14440 1 0 0 0
38735641 0 14440 0 0 850469994 3295713546
38735643 0 14442 1 0 0 0
38739201 0 14442 0 0 850470419 1115827434
38739203 0 14444 1 0 0 0
38739481 0 14444 0 0 850470419 1343367403
38739483 0 14446 1 0 0 0
38741777 0 14446 0 0 850470435 1115761898
38741779 0 14448 1 0 0 0
38743585 0 14448 0 0 850470483 1209248840
38743587 0 14450 1 0 0 0
38745785 0 14450 0 0 850470506 3262195972
38745787 0 14452 1 0 0 0
38749875 0 14452 0 0 850471713 3268483338
38749877 0 14454 1 0 0 0
38750755 0 14454 0 0 850471729 47458375
38750757 0 14456 1 0 0 0
38751133 0 14456 0 0 850471729 81012961
38751135 0 14458 1 0 0 0
38758273 0 14458 0 0 850472209 269850951
38758275 0 14460 1 0 0 0
38771059 0 14460 0 0 850477346 3492059559
38771061 0 14462 1 0 0 0
38773769 0 14462 0 0 850477361 315885927
38773771 0 14464 1 0 0 0
38776777 0 14464 0 0 850477369 282142054
38776779 0 14466 1 0 0 0
38780227 0 14466 0 0 850477417 309406920
38780229 0 14468 1 0 0 0
38781437 0 14468 0 0 850477417 2451844231
38781439 0 14470 1 0 0 0
38783275 0 14470 0 0 850478098 3490948518
38783277 0 14472 1 0 0 0
38785151 0 14472 0 0 850478130 3295715753
38785153 0 14474 1 0 0 0
38786543 0 14474 0 0 850478136 1355880747
38786545 0 14476 1 0 0 0
38788273 0 14476 0 0 850478136 1519458571
38788275 0 14478 1 0 0 0
38789953 0 14478 0 0 850478168 1355881766
38789955 0 14480 1 0 0 0
38801859 0 14480 0 0 850478696 1217628520
38801861 0 14482 1 0 0 0
38802163 0 14482 0 0 850478696 1346444587
38802165 0 14484 1 0 0 0
38803241 0 14484 0 0 850478696 2283023655
38803243 0 14486 1 0 0 0
38808463 0 14486 0 0 850480401 2417337572
38808465 0 14488 1 0 0 0
38810423 0 14488 0 0 850480417 2418377961
38810425 0 14490 1 0 0 0
38811445 0 14490 0 0 850480433 42305769
38811447 0 14492 1 0 0 0
38813223 0 14492 0 0 850480440 2290134310
38813225 0 14494 1 0 0 0
38833315 0 14494 0 0 850668065 3632629961
38833317 0 14496 1 0 0 0
38852279 0 14496 0 0 850676027 142650570
38852281 0 14498 1 0 0 0
38853425 0 14498 0 0 850676057 236269768
38853427 0 14500 1 0 0 0
38861953 0 14500 0 0 850676274 3263312105
38861955 0 14502 1 0 0 0
38862787 0 14502 0 0 850676281 404008136
38862789 0 14504 1 0 0 0
38876025 0 14504 0 0 850692411 39921931
38876027 0 14506 1 0 0 0
38876625 0 14506 0 0 850692411 73443595
38876627 0 14508 1 0 0 0
38879925 0 14508 0 0 850692449 2225308939
38879927 0 14510 1 0 0 0
38885301 0 14510 0 0 850693178 3294922056
38885303 0 14512 1 0 0 0
38885613 0 14512 0 0 850693178 3424945418
38885615 0 14514 1 0 0 0
38886699 0 14514 0 0 850723107 244684874
38886701 0 14516 1 0 0 0
38887799 0 14516 0 0 850723160 2391945542
38887801 0 14518 1 0 0 0
38890867 0 14518 0 0 850723169 2451713258
38890869 0 14520 1 0 0 0
38895913 0 14520 0 0 850723928 1277505769
38895915 0 14522 1 0 0 0
38897587 0 14522 0 0 850723936 1382353131
38897589 0 14524 1 0 0 0
38898337 0 14524 0 0 850723937 3298859307
38898339 0 14526 1 0 0 0
38901243 0 14526 0 0 850724440 2383553930
38901245 0 14528 1 0 0 0
38904385 0 14528 0 0 850725393 2190618859
38904387 0 14530 1 0 0 0
38905265 0 14530 0 0 850725393 3259281611
38905267 0 14532 1 0 0 0
38905537 0 14532 0 0 850725393 3259344076
38905539 0 14534 1 0 0 0
38909917 0 14534 0 0 850725473 202737897
38909919 0 14536 1 0 0 0
38910861 0 14536 0 0 850725473 3292570982
38910863 0 14538 1 0 0 0
38914359 0 14538 0 0 850725905 3259344074
38914361 0 14540 1 0 0 0
38918061 0 14540 0 0 850725944 2350190953
38918063 0 14542 1 0 0 0
38924033 0 14542 0 0 850731314 404891883
38924035 0 14544 1 0 0 0
38924969 0 14544 0 0 850731314 3458347336
38924971 0 14546 1 0 0 0
38931635 0 14546 0 0 850732050 3433268616
38931637 0 14548 1 0 0 0
38934575 0 14548 0 0 850732128 1285795074
38934577 0 14550 1 0 0 0
38935483 0 14550 0 0 850732129 3298859275
38935485 0 14552 1 0 0 0
38937781 0 14552 0 0 850732576 1484860650
38937783 0 14554 1 0 0 0
38939977 0 14554 0 0 850732640 2383555850
38939979 0 14556 1 0 0 0
38955669 0 14556 0 0 850739490 412322150
38955671 0 14558 1 0 0 0
38966979 0 14558 0 0 850740243 308554791
38966981 0 14560 1 0 0 0
38970307 0 14560 0 0 850740282 3294668168
38970309 0 14562 1 0 0 0
38971409 0 14562 0 0 850740283 76585227
38971411 0 14564 1 0 0 0
38971813 0 14564 0 0 850740312 1482950889
38971815 0 14566 1 0 0 0
38973493 0 14566 0 0 850740755 38022439
38973495 0 14568 1 0 0 0
38973729 0 14568 0 0 850740755 236203300
38973731 0 14570 1 0 0 0
38975671 0 14570 0 0 850740768 1486063976
38975673 0 14572 1 0 0 0
38976359 0 14572 0 0 850740771 42020135
38976361 0 14574 1 0 0 0
38976879 0 14574 0 0 850740771 43223400
38976881 0 14576 1 0 0 0
38977139 0 14576 0 0 850740824 1312891273
38977141 0 14578 1 0 0 0
38982167 0 14578 0 0 850742304 1318422790
38982169 0 14580 1 0 0 0
38982871 0 14580 0 0 850742304 2392163590
38982873 0 14582 1 0 0 0
38986517 0 14582 0 0 850742322 71343403
38986519 0 14584 1 0 0 0
38988949 0 14584 0 0 850742328 2283023654
38988951 0 14586 1 0 0 0
38996927 0 14586 0 0 850747699 306456647
38996929 0 14588 1 0 0 0
39007811 0 14588 0 0 850748475 76585226
39007813 0 14590 1 0 0 0
39015681 0 14590 0 0 850748963 43067648
39015683 0 14590 1 0 0 0
39018025 0 14590 0 0 850749025 3292824842
39018027 0 14592 1 0 0 0
39018461 0 14592 0 0 850749025 3356789064
39018463 0 14594 1 0 0 0
39019151 0 14594 0 0 850749713 44308871
39019153 0 14596 1 0 0 0
39019659 0 14596 0 0 850749729 2191596936
39019661 0 14598 1 0 0 0
39022567 0 14598 0 0 850749752 1210325386
39022569 0 14600 1 0 0 0
39023397 0 14600 0 0 850749752 2283022726
39023399 0 14602 1 0 0 0
39023765 0 14602 0 0 850749752 2283086028
39023767 0 14604 1 0 0 0
39047513 0 14604 0 0 856206411 1209281770
39047515 0 14606 1 0 0 0
39052651 0 14606 0 0 856219995 1251094856
39052653 0 14608 1 0 0 0
39101941 0 14608 0 0 856239139 1347781866
39101943 0 14610 1 0 0 0
39108405 0 14610 0 0 856239394 2186649991
39108407 0 14612 1 0 0 0
39121651 0 14612 0 0 856246283 143889835
39121653 0 14614 1 0 0 0
39125173 0 14614 0 0 856247306 141995301
39125175 0 14616 1 0 0 0
