=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2022.10.20 18:57:10 =~=~=~=~=~=~=~=~=~=~=~=
Time Done Counter ack_out a_out_2 a_out_1 a_out_0
111053787 0 59208 0 0 1688051994 373696581
111053789 0 59210 1 0 0 0
111054369 0 59210 0 0 1688052032 2318741643
111054371 0 59212 1 0 0 0
111054643 0 59212 0 0 1688052032 2318766412
111054645 0 59214 1 0 0 0
111054975 0 59214 0 0 1688052032 2328170851
111054977 0 59216 1 0 0 0
111062521 0 59216 0 0 1688052576 2421526570
111062523 0 59218 1 0 0 0
111070553 0 59218 0 0 1688052754 348230667
111070555 0 59218 1 0 0 0
111071505 0 59218 0 0 1688052832 1252076648
111071507 0 59220 1 0 0 0
111071681 0 59220 0 0 1688052832 1252076803
111071683 0 59222 1 0 0 0
111074367 0 59222 0 0 1688053777 1117924460
111074369 0 59224 1 0 0 0
111075081 0 59224 0 0 1688053777 1118972291
111075083 0 59226 1 0 0 0
111075733 0 59226 0 0 1688053784 1218620492
111075735 0 59228 1 0 0 0
111079367 0 59228 0 0 1688054545 1111826540
111079369 0 59230 1 0 0 0
111085993 0 59230 0 0 1688054552 1414599048
111085995 0 59232 1 0 0 0
111095361 0 59232 0 0 1689002834 71703725
111095363 0 59234 1 0 0 0
111095585 0 59234 0 0 1689002834 71736492
111095587 0 59236 1 0 0 0
111096453 0 59236 0 0 1689002835 1149636837
111096455 0 59238 1 0 0 0
111097587 0 59238 0 0 1689002835 1216743653
111097589 0 59240 1 0 0 0
111099643 0 59240 0 0 1689002848 2393281796
111099645 0 59242 1 0 0 0
111101807 0 59242 0 0 1689002850 2386629901
111101809 0 59244 1 0 0 0
111104651 0 59244 0 0 1689003026 348230893
111104653 0 59246 1 0 0 0
111106165 0 59246 0 0 1689003026 2429661413
111106167 0 59248 1 0 0 0
111111313 0 59248 0 0 1689003064 3570472328
111111315 0 59250 1 0 0 0
111116381 0 59250 0 0 1689003090 79803621
111116383 0 59252 1 0 0 0
111117035 0 59252 0 0 1689003104 3500225703
111117037 0 59254 1 0 0 0
111117745 0 59254 0 0 1689003104 3500574887
111117747 0 59256 1 0 0 0
111123575 0 59256 0 0 1689003282 406235364
111123577 0 59258 1 0 0 0
111125487 0 59258 0 0 1689003282 2396106888
111125489 0 59260 1 0 0 0
111130053 0 59260 0 0 1689003320 2486604044
111130055 0 59262 1 0 0 0
111131577 0 59262 0 0 1689003320 2558955843
111131579 0 59264 1 0 0 0
111131915 0 59264 0 0 1689003322 2553558146
111131917 0 59266 1 0 0 0
111133333 0 59266 0 0 1689003344 2294559847
111133335 0 59268 1 0 0 0
111134145 0 59268 0 0 1689003344 2395059460
111134147 0 59270 1 0 0 0
111134771 0 59270 0 0 1689003347 1216458978
111134773 0 59272 1 0 0 0
111138305 0 59272 0 0 1689003360 2290201927
111138307 0 59274 1 0 0 0
111139505 0 59274 0 0 1689003360 2392962308
111139507 0 59276 1 0 0 0
111141291 0 59276 0 0 1689003362 2386638083
111141293 0 59278 1 0 0 0
111141925 0 59278 0 0 1689003794 407283875
111141927 0 59280 1 0 0 0
111142681 0 59280 0 0 1689003794 2554598509
111142683 0 59282 1 0 0 0
111148963 0 59282 0 0 1689003872 3494291618
111148965 0 59284 1 0 0 0
111150397 0 59284 0 0 1689003874 71739555
111150399 0 59286 1 0 0 0
111154027 0 59286 0 0 1689004064 2396336291
111154029 0 59288 1 0 0 0
111157351 0 59288 0 0 1689004129 1154814179
111157353 0 59290 1 0 0 0
111158133 0 59290 0 0 1689011256 1423090051
111158135 0 59292 1 0 0 0
111161921 0 59292 0 0 1689011259 1410507139
111161923 0 59294 1 0 0 0
111163871 0 59294 0 0 1689011283 1242963048
111163873 0 59296 1 0 0 0
111166439 0 59296 0 0 1689011296 3500323879
111166441 0 59298 1 0 0 0
111167237 0 59298 0 0 1689011296 3500573863
111167239 0 59300 1 0 0 0
111167923 0 59300 0 0 1689011298 169161955
111167925 0 59302 1 0 0 0
111173277 0 59302 0 0 1689011480 1487314056
111173279 0 59304 1 0 0 0
111174917 0 59304 0 0 1689011483 1319502984
111174919 0 59306 1 0 0 0
111179647 0 59306 0 0 1689011536 1321312676
111179649 0 59308 1 0 0 0
111179877 0 59308 0 0 1689011536 1321317636
111179879 0 59310 1 0 0 0
111184133 0 59310 0 0 1689011539 1312170020
111184135 0 59312 1 0 0 0
111185457 0 59312 0 0 1689011552 1216460010
111185459 0 59314 1 0 0 0
111185831 0 59314 0 0 1689011552 1218688104
111185833 0 59316 1 0 0 0
111187047 0 59316 0 0 1689011552 1319220360
111187049 0 59318 1 0 0 0
111187219 0 59318 0 0 1689011552 1319220484
111187221 0 59320 1 0 0 0
111188407 0 59320 0 0 1689011554 37136612
111188409 0 59322 1 0 0 0
111189337 0 59322 0 0 1689011554 148088867
111189339 0 59324 1 0 0 0
111189857 0 59324 0 0 1689011554 2396095624
111189859 0 59326 1 0 0 0
111194411 0 59326 0 0 1689012048 3259408773
111194413 0 59328 1 0 0 0
111194885 0 59328 0 0 1689012048 3267535268
111194887 0 59330 1 0 0 0
111195847 0 59330 0 0 1689012064 1250234787
111195849 0 59332 1 0 0 0
111196261 0 59332 0 0 1689012064 1252430083
111196263 0 59334 1 0 0 0
111200025 0 59334 0 0 1689012064 3268585476
111200027 0 59334 1 0 0 0
111202457 0 59334 0 0 1689012064 3503466532
111202459 0 59336 1 0 0 0
111205441 0 59336 0 0 1689012248 1221931237
111205443 0 59338 1 0 0 0
111206541 0 59338 0 0 1689012248 1487051917
111206543 0 59340 1 0 0 0
111208679 0 59340 0 0 1689012307 1110613380
111208681 0 59342 1 0 0 0
111211177 0 59342 0 0 1689012320 3265442951
111211179 0 59344 1 0 0 0
111211879 0 59344 0 0 1689012320 3268585607
111211881 0 59346 1 0 0 0
111212581 0 59346 0 0 1689012320 3268744420
111212583 0 59348 1 0 0 0
111215289 0 59348 0 0 1689026842 343312556
111215291 0 59350 1 0 0 0
111215843 0 59350 0 0 1689026842 349246700
111215845 0 59352 1 0 0 0
111221339 0 59352 0 0 1689026843 1319504040
111221341 0 59354 1 0 0 0
111222685 0 59354 0 0 1689026843 1416704168
111222687 0 59356 1 0 0 0
111224745 0 59356 0 0 1689026872 2486608044
111224747 0 59358 1 0 0 0
111225415 0 59358 0 0 1689026872 2553558186
111225417 0 59360 1 0 0 0
111225809 0 59360 0 0 1689026872 2553717061
111225811 0 59362 1 0 0 0
111227099 0 59362 0 0 1689026875 1153605955
111227101 0 59364 1 0 0 0
111228151 0 59364 0 0 1689026875 1421942947
111228153 0 59366 1 0 0 0
111229161 0 59366 0 0 1689026896 2328114279
111229163 0 59368 1 0 0 0
111230077 0 59368 0 0 1689026896 2385912229
111230079 0 59370 1 0 0 0
111230533 0 59370 0 0 1689026896 2395054501
111230535 0 59372 1 0 0 0
111232609 0 59372 0 0 1689026898 79803621
111232611 0 59374 1 0 0 0
111233277 0 59374 0 0 1689026899 1149350117
111233279 0 59376 1 0 0 0
111234565 0 59376 0 0 1689026899 1244934370
111234567 0 59378 1 0 0 0
111236273 0 59378 0 0 1689026899 1312164008
111236275 0 59380 1 0 0 0
111239415 0 59380 0 0 1689026913 1149351146
111239417 0 59382 1 0 0 0
111239773 0 59382 0 0 1689026913 1151579240
111239775 0 59384 1 0 0 0
111243355 0 59384 0 0 1689026914 181479651
111243357 0 59386 1 0 0 0
111244969 0 59386 0 0 1689026914 2322674792
111244971 0 59388 1 0 0 0
111248217 0 59388 0 0 1689028378 2551453090
111248219 0 59390 1 0 0 0
111252177 0 59390 0 0 1689028448 2316740867
111252179 0 59392 1 0 0 0
111252941 0 59392 0 0 1689028448 3263334826
111252943 0 59394 1 0 0 0
111253263 0 59394 0 0 1689028448 3263599938
111253265 0 59396 1 0 0 0
111255079 0 59396 0 0 1689028450 2194835715
111255081 0 59398 1 0 0 0
111255661 0 59398 0 0 1689028450 2228396067
111255663 0 59400 1 0 0 0
111257881 0 59400 0 0 1689028635 1151507468
111257883 0 59400 1 0 0 0
111263651 0 59400 0 0 1689028704 3268482282
111263653 0 59402 1 0 0 0
111266767 0 59402 0 0 1689035042 2396070275
111266769 0 59404 1 0 0 0
111268757 0 59404 0 0 1689035043 1345718506
111268759 0 59406 1 0 0 0
111268867 0 59406 0 0 1689035043 1345726690
111268869 0 59408 1 0 0 0
111269473 0 59408 0 0 1689035043 1412663688
111269475 0 59410 1 0 0 0
111270679 0 59410 0 0 1689035091 1153540100
111270681 0 59410 1 0 0 0
111274661 0 59410 0 0 1689035106 2420192359
111274663 0 59412 1 0 0 0
111277275 0 59412 0 0 1689035603 1209239944
111277277 0 59414 1 0 0 0
111279261 0 59414 0 0 1689035603 1321279524
111279263 0 59416 1 0 0 0
111280435 0 59416 0 0 1689035618 2429620263
111280437 0 59418 1 0 0 0
111283295 0 59418 0 0 1689036819 1410568579
111283297 0 59420 1 0 0 0
111288091 0 59420 0 0 1689059610 2222330277
111288093 0 59422 1 0 0 0
111288805 0 59422 0 0 1689059611 1148365188
111288807 0 59424 1 0 0 0
111292775 0 59424 0 0 1689059616 2395051434
111292777 0 59426 1 0 0 0
111293373 0 59426 0 0 1689059616 2395288739
111293375 0 59428 1 0 0 0
111294069 0 59428 0 0 1689059616 2495845485
111294071 0 59430 1 0 0 0
111294877 0 59430 0 0 1689059619 1319504035
111294879 0 59432 1 0 0 0
111295253 0 59432 0 0 1689059619 1321309194
111295255 0 59432 1 0 0 0
111295359 0 59432 0 0 1689059619 1421972706
111295361 0 59434 1 0 0 0
111297615 0 59434 0 0 1689059680 2392962052
111297617 0 59434 1 0 0 0
111299019 0 59434 0 0 1689060152 2484508036
111299021 0 59436 1 0 0 0
111300403 0 59436 0 0 1689060192 2383746468
111300405 0 59438 1 0 0 0
111300645 0 59438 0 0 1689060192 2383754244
111300647 0 59438 1 0 0 0
111301125 0 59438 0 0 1689060192 2393281572
111301127 0 59440 1 0 0 0
111305695 0 59440 0 0 1689060627 1111732547
111305697 0 59442 1 0 0 0
111307961 0 59442 0 0 1689060627 1422102563
111307963 0 59444 1 0 0 0
111312903 0 59444 0 0 1689100569 1319504008
111312905 0 59446 1 0 0 0
111336445 0 59446 0 0 1689101329 1410441607
111336447 0 59448 1 0 0 0
111339173 0 59448 0 0 1689101330 403805418
111339175 0 59450 1 0 0 0
111341597 0 59450 0 0 1689101392 3401843938
111341599 0 59452 1 0 0 0
111342463 0 59452 0 0 1689101394 79791333
111342465 0 59454 1 0 0 0
111348505 0 59454 0 0 1689101586 348226695
111348507 0 59456 1 0 0 0
111351049 0 59456 0 0 1689101592 1319504008
111351051 0 59458 1 0 0 0
111352215 0 59458 0 0 1689101592 1416696076
111352217 0 59460 1 0 0 0
111355983 0 59460 0 0 1689101624 1421938947
111355985 0 59462 1 0 0 0
111361991 0 59462 0 0 1689101664 1312891203
111361993 0 59464 1 0 0 0
111388503 0 59464 0 0 1689264952 2530355461
111388505 0 59466 1 0 0 0
111389119 0 59466 0 0 1689264954 3293918344
111389121 0 59468 1 0 0 0
111392979 0 59468 0 0 1689264960 2292624551
111392981 0 59470 1 0 0 0
111394637 0 59470 0 0 1689264962 2295695589
111394639 0 59472 1 0 0 0
111395575 0 59472 0 0 1689264962 3366357159
111395577 0 59474 1 0 0 0
111398467 0 59474 0 0 1689264977 3292902661
111398469 0 59476 1 0 0 0
111399515 0 59476 0 0 1689264977 3367405736
111399517 0 59478 1 0 0 0
111400817 0 59478 0 0 1689264979 1216710885
111400819 0 59480 1 0 0 0
111404791 0 59480 0 0 1689265170 2419438821
111404793 0 59482 1 0 0 0
111405473 0 59482 0 0 1689265170 3500575911
111405475 0 59484 1 0 0 0
111408289 0 59484 0 0 1689265208 3604288584
111408291 0 59486 1 0 0 0
111413571 0 59486 0 0 1689265216 3597994405
111413573 0 59488 1 0 0 0
111416625 0 59488 0 0 1689265218 2222042533
111416627 0 59490 1 0 0 0
111418969 0 59490 0 0 1689265233 1152490920
111418971 0 59492 1 0 0 0
111427081 0 59492 0 0 1689265464 2525115715
111427083 0 59494 1 0 0 0
111427307 0 59494 0 0 1689265464 2530355459
111427309 0 59496 1 0 0 0
111428751 0 59496 0 0 1689265467 1446258756
111428753 0 59498 1 0 0 0
111430799 0 59498 0 0 1689265472 2524031396
111430801 0 59500 1 0 0 0
111431317 0 59500 0 0 1689265472 2530322567
111431319 0 59502 1 0 0 0
111431627 0 59502 0 0 1689265474 2295695587
111431629 0 59504 1 0 0 0
111433509 0 59504 0 0 1689265475 1447107907
111433511 0 59506 1 0 0 0
111441249 0 59506 0 0 1689265939 1447307427
111441251 0 59508 1 0 0 0
111444165 0 59508 0 0 1689265952 2530322693
111444167 0 59510 1 0 0 0
111448163 0 59510 0 0 1689266000 3598846373
111448165 0 59512 1 0 0 0
111451149 0 59512 0 0 1689266193 1423281380
111451151 0 59514 1 0 0 0
111452985 0 59514 0 0 1689266208 2497023143
111452987 0 59516 1 0 0 0
111454225 0 59516 0 0 1689266211 1414606051
111454227 0 59518 1 0 0 0
111458455 0 59518 0 0 1689266977 3560343720
111458457 0 59520 1 0 0 0
111466959 0 59520 0 0 1689267009 1154590948
111466961 0 59522 1 0 0 0
111468121 0 59522 0 0 1689267473 1353820388
111468123 0 59524 1 0 0 0
111480415 0 59524 0 0 1689267520 3594594471
111480417 0 59526 1 0 0 0
111489513 0 59526 0 0 1689273400 1456802984
111489515 0 59528 1 0 0 0
111490015 0 59528 0 0 1689273400 3604284584
111490017 0 59530 1 0 0 0
111492213 0 59530 0 0 1689273408 1456807075
111492215 0 59532 1 0 0 0
111506135 0 59532 0 0 1689273658 2194809187
111506137 0 59534 1 0 0 0
111506879 0 59534 0 0 1689273658 3258362116
111506881 0 59536 1 0 0 0
111508855 0 59536 0 0 1689273664 1447274915
111508857 0 59538 1 0 0 0
111509217 0 59538 0 0 1689273664 1456577674
111509219 0 59540 1 0 0 0
111511185 0 59540 0 0 1689273666 3258362084
111511187 0 59542 1 0 0 0
111511399 0 59542 0 0 1689273666 3259214243
111511401 0 59544 1 0 0 0
111512787 0 59544 0 0 1689273667 1110809738
111512789 0 59546 1 0 0 0
111516069 0 59546 0 0 1689273680 1219726760
111516071 0 59548 1 0 0 0
111523225 0 59548 0 0 1689274138 3494291617
111523227 0 59550 1 0 0 0
111523515 0 59550 0 0 1689274138 3495340068
111523517 0 59552 1 0 0 0
111527083 0 59552 0 0 1689274192 3263311269
111527085 0 59554 1 0 0 0
111535011 0 59554 0 0 1689274395 1410700516
111535013 0 59556 1 0 0 0
111535475 0 59556 0 0 1689274395 1414890724
111535477 0 59558 1 0 0 0
111536825 0 59558 0 0 1689275160 1216689381
111536827 0 59560 1 0 0 0
111540189 0 59560 0 0 1689275192 1221921960
111540191 0 59562 1 0 0 0
111542533 0 59562 0 0 1689275192 3570533544
111542535 0 59564 1 0 0 0
111543557 0 59564 0 0 1689275200 1221699813
111543559 0 59566 1 0 0 0
111544753 0 59566 0 0 1689275200 3259214245
111544755 0 59568 1 0 0 0
111546239 0 59568 0 0 1689275200 3402958052
111546241 0 59570 1 0 0 0
111552173 0 59570 0 0 1689275704 3501327530
111552175 0 59572 1 0 0 0
111569247 0 59572 0 0 1689288987 1417745643
111569249 0 59574 1 0 0 0
111570599 0 59574 0 0 1689289016 2486608043
111570601 0 59576 1 0 0 0
111571309 0 59576 0 0 1689289016 2520003594
111571311 0 59576 1 0 0 0
111571545 0 59576 0 0 1689289016 2520003754
111571547 0 59578 1 0 0 0
111571785 0 59578 0 0 1689289016 2530479274
111571787 0 59580 1 0 0 0
111571965 0 59580 0 0 1689289016 2530486435
111571967 0 59582 1 0 0 0
111575291 0 59582 0 0 1689289024 2519968165
111575293 0 59584 1 0 0 0
111575531 0 59584 0 0 1689289024 2524031397
111575533 0 59586 1 0 0 0
111582933 0 59586 0 0 1689289027 1446218053
111582935 0 59588 1 0 0 0
111587409 0 59588 0 0 1689289041 1152617896
111587411 0 59590 1 0 0 0
111587907 0 59590 0 0 1689289041 1451340871
111587909 0 59592 1 0 0 0
111604091 0 59592 0 0 1689291545 1151769640
111604093 0 59594 1 0 0 0
111604749 0 59594 0 0 1689291545 1418103009
111604751 0 59596 1 0 0 0
111604951 0 59596 0 0 1689291545 1418103009
111604953 0 59596 1 0 0 0
111606515 0 59596 0 0 1689291576 2486608033
111606517 0 59598 1 0 0 0
111608021 0 59598 0 0 1689291576 3570475169
111608023 0 59600 1 0 0 0
111617317 0 59600 0 0 1689291586 2228323557
111617319 0 59602 1 0 0 0
111618851 0 59602 0 0 1689292088 3266385224
111618853 0 59604 1 0 0 0
111619453 0 59604 0 0 1689292088 3598783809
111619455 0 59606 1 0 0 0
111619743 0 59606 0 0 1689292090 2186355043
111619745 0 59608 1 0 0 0
111624229 0 59608 0 0 1689292097 1118013795
111624231 0 59610 1 0 0 0
111630091 0 59610 0 0 1689292113 1152617512
111630093 0 59612 1 0 0 0
111631433 0 59612 0 0 1689297185 3570475363
111631435 0 59614 1 0 0 0
111635509 0 59614 0 0 1689297187 1412663656
111635511 0 59616 1 0 0 0
111635743 0 59616 0 0 1689297187 1412672584
111635745 0 59618 1 0 0 0
111635893 0 59618 0 0 1689297187 1417751779
111635895 0 59620 1 0 0 0
111650517 0 59620 0 0 1689297745 3300302884
111650519 0 59622 1 0 0 0
111653027 0 59622 0 0 1689297747 1209239912
111653029 0 59624 1 0 0 0
111653259 0 59624 0 0 1689297747 1209248840
111653261 0 59626 1 0 0 0
111661743 0 59626 0 0 1689298963 1410477283
111661745 0 59628 1 0 0 0
111661995 0 59628 0 0 1689298963 1410477283
111661997 0 59628 1 0 0 0
111662247 0 59628 0 0 1689298963 1410575363
111662249 0 59628 1 0 0 0
111662463 0 59628 0 0 1689298963 1412672641
111662465 0 59630 1 0 0 0
111664443 0 59630 0 0 1689299729 3560349732
111664445 0 59632 1 0 0 0
111670795 0 59632 0 0 1689300241 3598812298
111670797 0 59634 1 0 0 0
111676461 0 59634 0 0 1689300288 3597740068
111676463 0 59636 1 0 0 0
111681731 0 59636 0 0 1689321753 3292902725
111681733 0 59638 1 0 0 0
111682069 0 59638 0 0 1689321753 3292965035
111682071 0 59640 1 0 0 0
111687347 0 59640 0 0 1689322296 2517772461
111687349 0 59642 1 0 0 0
111687537 0 59642 0 0 1689322296 2517775530
111687539 0 59644 1 0 0 0
111688877 0 59644 0 0 1689322513 3390420291
111688879 0 59646 1 0 0 0
111689305 0 59646 0 0 1689322513 3557922219
111689307 0 59648 1 0 0 0
111690173 0 59648 0 0 1689322513 3591476650
111690175 0 59650 1 0 0 0
111690543 0 59650 0 0 1689322514 2316678371
111690545 0 59652 1 0 0 0
111691303 0 59652 0 0 1689322515 1410438379
111691305 0 59654 1 0 0 0
111696775 0 59654 0 0 1689322771 1416989732
111696777 0 59656 1 0 0 0
111704057 0 59656 0 0 1689324817 3591476548
111704059 0 59658 1 0 0 0
111705397 0 59658 0 0 1689324818 2316446947
111705399 0 59660 1 0 0 0
111708857 0 59660 0 0 1689324832 2522064931
111708859 0 59662 1 0 0 0
111709191 0 59662 0 0 1689324834 2186643683
111709193 0 59664 1 0 0 0
111709623 0 59664 0 0 1689324856 2517772451
111709625 0 59666 1 0 0 0
111713697 0 59666 0 0 1689338138 3493934247
111713699 0 59668 1 0 0 0
111715545 0 59668 0 0 1689338144 2419307877
111715547 0 59670 1 0 0 0
111718539 0 59670 0 0 1689338146 3397465315
111718541 0 59672 1 0 0 0
111732381 0 59672 0 0 1689339154 3258168456
111732383 0 59674 1 0 0 0
111734787 0 59674 0 0 1689339160 1216776427
111734789 0 59676 1 0 0 0
111736661 0 59676 0 0 1689339160 1450259716
111736663 0 59678 1 0 0 0
111755203 0 59678 0 0 1689341216 1249979619
111755205 0 59680 1 0 0 0
111763435 0 59680 0 0 1689527098 2220233064
111763437 0 59682 1 0 0 0
111763979 0 59682 0 0 1689527098 2555449704
111763981 0 59684 1 0 0 0
111769385 0 59684 0 0 1689527106 3366095239
111769387 0 59686 1 0 0 0
111776307 0 59686 0 0 1689527138 373368999
111776309 0 59688 1 0 0 0
111785933 0 59688 0 0 1689527354 2555456616
111785935 0 59690 1 0 0 0
111790505 0 59690 0 0 1689527362 2553645285
111790507 0 59692 1 0 0 0
111800965 0 59692 0 0 1689527608 2520131844
111800967 0 59694 1 0 0 0
111803655 0 59694 0 0 1689527616 2553650500
111803657 0 59696 1 0 0 0
111803913 0 59696 0 0 1689527616 2560728420
111803915 0 59698 1 0 0 0
111805249 0 59698 0 0 1689527618 2554403947
111805251 0 59700 1 0 0 0
111807111 0 59700 0 0 1689527648 2290453831
111807113 0 59702 1 0 0 0
111811341 0 59702 0 0 1689528082 373623980
111811343 0 59704 1 0 0 0
111813339 0 59704 0 0 1689528096 2525311077
111813341 0 59706 1 0 0 0
111813565 0 59706 0 0 1689528096 2525311077
111813567 0 59706 1 0 0 0
111818405 0 59706 0 0 1689528162 71634091
111818407 0 59708 1 0 0 0
111822197 0 59708 0 0 1689528337 3627389253
111822199 0 59710 1 0 0 0
111834911 0 59710 0 0 1689535552 1487121509
111834913 0 59712 1 0 0 0
111836035 0 59712 0 0 1689535552 3634605093
111836037 0 59714 1 0 0 0
111846187 0 59714 0 0 1689535770 2394042408
111846189 0 59716 1 0 0 0
111847373 0 59716 0 0 1689535770 3466986756
111847375 0 59718 1 0 0 0
111848871 0 59718 0 0 1689535802 2192711788
111848873 0 59720 1 0 0 0
111849127 0 59720 0 0 1689535802 3258329348
111849129 0 59722 1 0 0 0
111851165 0 59722 0 0 1689535808 1480957034
111851167 0 59724 1 0 0 0
111851425 0 59724 0 0 1689535808 1486986596
111851427 0 59726 1 0 0 0
111852117 0 59726 0 0 1689535810 2185600108
111852119 0 59728 1 0 0 0
111855569 0 59728 0 0 1689535840 1216711914
111855571 0 59730 1 0 0 0
111856069 0 59730 0 0 1689535840 1218678120
111856071 0 59732 1 0 0 0
111857291 0 59732 0 0 1689535840 1313180938
111857293 0 59734 1 0 0 0
111859777 0 59734 0 0 1689535842 145860833
111859779 0 59736 1 0 0 0
111861921 0 59736 0 0 1689535842 2185601127
111861923 0 59738 1 0 0 0
111875407 0 59738 0 0 1689536354 2316446824
111875409 0 59740 1 0 0 0
111876913 0 59740 0 0 1689536536 1414893804
111876915 0 59742 1 0 0 0
111877465 0 59742 0 0 1689536536 1487052132
111877467 0 59744 1 0 0 0
111879801 0 59744 0 0 1689536537 3634529636
111879803 0 59746 1 0 0 0
111880105 0 59746 0 0 1689536538 3356666247
111880107 0 59748 1 0 0 0
111880901 0 59748 0 0 1689536538 3356895399
111880903 0 59750 1 0 0 0
111886397 0 59750 0 0 1689536608 3467773098
111886399 0 59752 1 0 0 0
111891587 0 59752 0 0 1689551130 3466987688
111891589 0 59754 1 0 0 0
111894227 0 59754 0 0 1689551162 2553454667
111894229 0 59756 1 0 0 0
111896117 0 59756 0 0 1689551168 2519970117
111896119 0 59758 1 0 0 0
111899267 0 59758 0 0 1689551170 2553645285
111899269 0 59760 1 0 0 0
111902271 0 59760 0 0 1689551200 2324008263
111902273 0 59762 1 0 0 0
111903833 0 59762 0 0 1689551201 1149603050
111903835 0 59764 1 0 0 0
111904317 0 59764 0 0 1689551201 1151569256
111904319 0 59766 1 0 0 0
111910263 0 59766 0 0 1689552666 3296899393
111910265 0 59768 1 0 0 0
111912163 0 59768 0 0 1689552736 3598879041
111912165 0 59770 1 0 0 0
111914457 0 59770 0 0 1689552921 1151737185
111914459 0 59772 1 0 0 0
111919451 0 59772 0 0 1689552993 1118014818
111919453 0 59774 1 0 0 0
111920493 0 59774 0 0 1689552993 1152624737
111920495 0 59776 1 0 0 0
111921381 0 59776 0 0 1689559329 3569459554
111921383 0 59778 1 0 0 0
111927927 0 59778 0 0 1689559393 3299975492
111927929 0 59780 1 0 0 0
111932465 0 59780 0 0 1689559874 3301246180
111932467 0 59782 1 0 0 0
111933391 0 59782 0 0 1689559874 3356731394
111933393 0 59782 1 0 0 0
111933641 0 59782 0 0 1689559874 3356731778
111933643 0 59784 1 0 0 0
111934071 0 59784 0 0 1689559874 3356821740
111934073 0 59786 1 0 0 0
111934321 0 59786 0 0 1689559874 3356821740
111934323 0 59786 1 0 0 0
111935597 0 59786 0 0 1689559905 3598782506
111935599 0 59788 1 0 0 0
111936613 0 59788 0 0 1689559906 2386636033
111936615 0 59790 1 0 0 0
111938357 0 59790 0 0 1689560850 2551324779
111938359 0 59792 1 0 0 0
111938783 0 59792 0 0 1689560850 2551327848
111938785 0 59794 1 0 0 0
111939619 0 59794 0 0 1689560850 2554604641
111939621 0 59796 1 0 0 0
111940249 0 59796 0 0 1689560864 1484893258
111940251 0 59798 1 0 0 0
111942305 0 59798 0 0 1689561184 1219726658
111942307 0 59800 1 0 0 0
111943423 0 59800 0 0 1689583897 3292932267
111943425 0 59802 1 0 0 0
111943579 0 59802 0 0 1689583897 3299217765
111943581 0 59804 1 0 0 0
111943807 0 59804 0 0 1689583897 3300045124
111943809 0 59806 1 0 0 0
111944269 0 59806 0 0 1689583897 3594922146
111944271 0 59808 1 0 0 0
111944769 0 59808 0 0 1689583898 2394032517
111944771 0 59810 1 0 0 0
111945247 0 59810 0 0 1689583904 2326138215
111945249 0 59812 1 0 0 0
111947839 0 59812 0 0 1689583906 2394009669
111947841 0 59814 1 0 0 0
111952723 0 59814 0 0 1689584440 2484219052
111952725 0 59816 1 0 0 0
111956665 0 59816 0 0 1689584480 2383555754
111956667 0 59818 1 0 0 0
111960095 0 59818 0 0 1689584481 3300042788
111960097 0 59820 1 0 0 0
111962427 0 59820 0 0 1689584482 2316446946
111962429 0 59822 1 0 0 0
111962751 0 59822 0 0 1689584482 2316668999
111962753 0 59824 1 0 0 0
111971705 0 59824 0 0 1689584914 2185629031
111971707 0 59826 1 0 0 0
111975915 0 59826 0 0 1689584992 1447267650
111975917 0 59828 1 0 0 0
111983935 0 59828 0 0 1689600288 2385879429
111983937 0 59830 1 0 0 0
111984391 0 59830 0 0 1689600288 2394005893
111984393 0 59832 1 0 0 0
111987207 0 59832 0 0 1689600290 372476293
111987209 0 59834 1 0 0 0
111987679 0 59834 0 0 1689600290 406030693
111987681 0 59836 1 0 0 0
111988015 0 59836 0 0 1689600290 3397464167
111988017 0 59838 1 0 0 0
111988521 0 59838 0 0 1689600290 3459647656
111988523 0 59840 1 0 0 0
111993949 0 59840 0 0 1689600826 3301082372
111993951 0 59842 1 0 0 0
111994671 0 59842 0 0 1689600826 3356893346
111994673 0 59844 1 0 0 0
111995369 0 59844 0 0 1689601041 1444130920
111995371 0 59846 1 0 0 0
111996243 0 59846 0 0 1689601041 1477684328
111996245 0 59848 1 0 0 0
111998339 0 59848 0 0 1689601042 406039589
111998341 0 59850 1 0 0 0
112002751 0 59850 0 0 1689601298 3259375719
112002753 0 59852 1 0 0 0
112003271 0 59852 0 0 1689601298 3459653668
112003273 0 59854 1 0 0 0
112005037 0 59854 0 0 1689601304 1216743659
112005039 0 59856 1 0 0 0
112005307 0 59856 0 0 1689601304 1219758316
112005309 0 59858 1 0 0 0
112005373 0 59858 0 0 1689601304 1219768546
112005375 0 59860 1 0 0 0
112006241 0 59860 0 0 1689601304 1312895243
112006243 0 59862 1 0 0 0
112009883 0 59862 0 0 1689601304 1484853483
112009885 0 59864 1 0 0 0
112015583 0 59864 0 0 1689601816 1447309474
112015585 0 59866 1 0 0 0
112016281 0 59866 0 0 1689601816 1480862882
112016283 0 59868 1 0 0 0
112027293 0 59868 0 0 1694795802 1154849964
112027295 0 59870 1 0 0 0
112034921 0 59870 0 0 1694795872 3525490023
112034923 0 59872 1 0 0 0
112043951 0 59872 0 0 1694796058 79076524
112043953 0 59874 1 0 0 0
112051389 0 59874 0 0 1694796091 1153605987
112051391 0 59876 1 0 0 0
