Time Done Counter ack_out a_out_2 a_out_1 a_out_0
709097 0 122 0 0 295791953 2220238052
709099 0 124 1 0 0 0
717587 0 124 0 0 295797834 3293820230
717589 0 126 1 0 0 0
720667 0 126 0 0 295798545 2530354346
720669 0 128 1 0 0 0
721377 0 128 0 0 295798546 2329027942
721379 0 130 1 0 0 0
721741 0 130 0 0 295798546 2329186507
721743 0 132 1 0 0 0
736145 0 132 0 0 295799145 2226298180
736147 0 134 1 0 0 0
736423 0 134 0 0 295799145 2226298180
736425 0 134 1 0 0 0
736729 0 134 0 0 295799145 2226360645
736731 0 136 1 0 0 0
757359 0 136 0 0 295806800 2327979366
757361 0 138 1 0 0 0
757743 0 138 0 0 295806800 2328137931
757745 0 140 1 0 0 0
761533 0 140 0 0 295807249 1449535623
761535 0 142 1 0 0 0
766399 0 142 0 0 295807329 1152585962
766401 0 144 1 0 0 0
779597 0 144 0 0 295979089 441850215
779599 0 146 1 0 0 0
781931 0 146 0 0 295979114 3461748874
781933 0 148 1 0 0 0
786065 0 148 0 0 295980097 2530385034
786067 0 150 1 0 0 0
806225 0 150 0 0 296011880 2555619467
806227 0 152 1 0 0 0
808177 0 152 0 0 296012305 411473131
808179 0 154 1 0 0 0
812753 0 154 0 0 296012392 2557608293
812755 0 154 1 0 0 0
818067 0 154 0 0 296012842 3664906506
818069 0 156 1 0 0 0
819023 0 156 0 0 296012880 2589200743
819025 0 158 1 0 0 0
820291 0 158 0 0 296012881 441715047
820293 0 160 1 0 0 0
823529 0 160 0 0 296013136 2395087019
823531 0 162 1 0 0 0
846887 0 162 0 0 296021009 2496831627
846889 0 164 1 0 0 0
847119 0 164 0 0 296021009 2595365189
847121 0 166 1 0 0 0
856999 0 166 0 0 296021315 71510187
857001 0 168 1 0 0 0
867991 0 168 0 0 296051281 2589327588
867993 0 168 1 0 0 0
873803 0 168 0 0 296051779 170301767
873805 0 170 1 0 0 0
876595 0 170 0 0 296051795 203666693
876597 0 172 1 0 0 0
910589 0 172 0 0 296059970 3391527239
910591 0 174 1 0 0 0
919725 0 174 0 0 296060968 2595364166
919727 0 176 1 0 0 0
928975 0 176 0 0 296061458 3427180711
928977 0 178 1 0 0 0
930455 0 178 0 0 296061473 2518922501
930457 0 180 1 0 0 0
933511 0 180 0 0 296061482 3292771590
933513 0 182 1 0 0 0
979949 0 182 0 0 296241451 1449532552
979951 0 184 1 0 0 0
1006107 0 184 0 0 296274267 1210324204
1006109 0 186 1 0 0 0
1006599 0 186 0 0 296274267 1220809954
1006601 0 188 1 0 0 0
1009423 0 188 0 0 296274273 444667115
1009425 0 190 1 0 0 0
1012891 0 190 0 0 296274707 248643752
1012893 0 190 1 0 0 0
1013089 0 190 0 0 296274707 248643877
1013091 0 190 1 0 0 0
1013431 0 190 0 0 296274707 248652968
1013433 0 192 1 0 0 0
1014435 0 192 0 0 296274731 148087880
1014437 0 194 1 0 0 0
1023921 0 194 0 0 296275273 411112683
1023923 0 196 1 0 0 0
1024911 0 196 0 0 296275275 136549736
1024913 0 198 1 0 0 0
1025181 0 198 0 0 296275275 136549736
1025183 0 198 1 0 0 0
1044083 0 198 0 0 296282400 2595430572
1044085 0 200 1 0 0 0
1049301 0 200 0 0 296282897 1484928294
1049303 0 202 1 0 0 0
1068505 0 202 0 0 296289299 1450580261
1068507 0 204 1 0 0 0
1077643 0 204 0 0 296291089 214217895
1077645 0 206 1 0 0 0
1079435 0 206 0 0 296291107 237410597
1079437 0 208 1 0 0 0
1093039 0 208 0 0 296291672 2388010118
1093041 0 210 1 0 0 0
1112215 0 210 0 0 296322835 1451360549
1112217 0 210 1 0 0 0
1120581 0 210 0 0 296322904 2362740997
1120583 0 212 1 0 0 0
1126195 0 212 0 0 296323345 1320591556
1126197 0 214 1 0 0 0
1128155 0 214 0 0 296323363 1449204904
1128157 0 216 1 0 0 0
1176129 0 216 0 0 296503123 176591049
1176131 0 218 1 0 0 0
1179963 0 218 0 0 296503339 349376807
1179965 0 220 1 0 0 0
1193495 0 220 0 0 296534603 148121767
1193497 0 222 1 0 0 0
1211795 0 222 0 0 296536147 136479015
1211797 0 222 1 0 0 0
1215895 0 222 0 0 296536169 410069161
1215897 0 224 1 0 0 0
1216371 0 224 0 0 296536169 1478731913
1216373 0 226 1 0 0 0
1227457 0 226 0 0 296537160 2329159815
1227459 0 228 1 0 0 0
1227903 0 228 0 0 296537163 1210324202
1227905 0 230 1 0 0 0
1241077 0 230 0 0 296543315 73675945
1241079 0 232 1 0 0 0
1246311 0 232 0 0 296544800 2558735653
1246313 0 234 1 0 0 0
1246805 0 234 0 0 296544802 1255217420
1246807 0 236 1 0 0 0
1259573 0 236 0 0 296545314 1255221510
1259575 0 238 1 0 0 0
1271031 0 238 0 0 296551442 2590385381
1271033 0 240 1 0 0 0
1273739 0 240 0 0 296551499 170079559
1273741 0 242 1 0 0 0
1276137 0 242 0 0 296551522 1244043591
1276139 0 244 1 0 0 0
1276937 0 244 0 0 296551522 2222109990
1276939 0 246 1 0 0 0
1284125 0 246 0 0 296553003 1145445670
1284127 0 248 1 0 0 0
1293553 0 248 0 0 296553505 2485556457
1293555 0 250 1 0 0 0
1297245 0 250 0 0 296553514 1145478470
1297247 0 252 1 0 0 0
1309925 0 252 0 0 296559697 1153676550
1309927 0 254 1 0 0 0
1310239 0 254 0 0 296559699 1147542696
1310241 0 256 1 0 0 0
1312023 0 256 0 0 296559714 2222109958
1312025 0 258 1 0 0 0
1317481 0 258 0 0 296560401 411473222
1317483 0 260 1 0 0 0
1321051 0 260 0 0 296560427 1153638724
1321053 0 262 1 0 0 0
1321517 0 262 0 0 296560427 1153702026
1321519 0 264 1 0 0 0
1324037 0 264 0 0 296560481 80914694
1324039 0 266 1 0 0 0
1325899 0 266 0 0 296560488 2558726469
1325901 0 268 1 0 0 0
1345483 0 268 0 0 296593195 73662601
1345485 0 268 1 0 0 0
1400537 0 268 0 0 296798555 1210324202
1400539 0 270 1 0 0 0
1405227 0 270 0 0 296799018 2295597351
1405229 0 272 1 0 0 0
1405729 0 272 0 0 296799018 2295597351
1405731 0 272 1 0 0 0
1429539 0 272 0 0 296806747 1145250117
1429541 0 274 1 0 0 0
1434889 0 274 0 0 296807185 2496799912
1434891 0 276 1 0 0 0
1486095 0 276 0 0 296821841 1445180616
1486097 0 278 1 0 0 0
1525527 0 278 0 0 296830737 2530481444
1525529 0 280 1 0 0 0
1525835 0 280 0 0 296830738 3397821574
1525837 0 282 1 0 0 0
1539599 0 282 0 0 296831065 80946405
1539601 0 284 1 0 0 0
1568481 0 284 0 0 297060441 1478633705
1568483 0 286 1 0 0 0
1573683 0 286 0 0 297060705 377653575
1573685 0 288 1 0 0 0
1574497 0 288 0 0 297060705 1447274754
1574499 0 290 1 0 0 0
1574981 0 290 0 0 297060706 2283970919
1574983 0 292 1 0 0 0
1588503 0 292 0 0 297068819 176165067
1588505 0 292 1 0 0 0
1592477 0 292 0 0 297068889 1145448710
1592479 0 294 1 0 0 0
1594821 0 294 0 0 297068897 2226299204
1594823 0 296 1 0 0 0
1622789 0 296 0 0 297077832 2326928710
1622791 0 298 1 0 0 0
1659149 0 298 0 0 297092898 3401881858
1659151 0 300 1 0 0 0
1668329 0 300 0 0 297093162 3295028452
1668331 0 302 1 0 0 0
1686715 0 302 0 0 297101090 2555676872
1686717 0 304 1 0 0 0
1686987 0 304 0 0 297101090 2555676872
1686989 0 304 1 0 0 0
1693111 0 304 0 0 297101347 340859175
1693113 0 306 1 0 0 0
1697565 0 306 0 0 297101601 2495684775
1697567 0 308 1 0 0 0
1701169 0 308 0 0 297101665 1145284870
1701171 0 310 1 0 0 0
1723495 0 310 0 0 302573915 1244868936
1723497 0 312 1 0 0 0
1765507 0 312 0 0 302588755 1448325320
1765509 0 314 1 0 0 0
1794179 0 314 0 0 302598233 1188245799
1794181 0 316 1 0 0 0
1813731 0 316 0 0 302605907 1254362345
1813733 0 318 1 0 0 0
1821681 0 318 0 0 302606433 1389563114
1821683 0 320 1 0 0 0
1823533 0 320 0 0 302606651 1187193157
1823535 0 322 1 0 0 0
1835257 0 322 0 0 302614090 3662782791
1835259 0 324 1 0 0 0
1846691 0 324 0 0 302614874 171351366
1846693 0 326 1 0 0 0
1850739 0 326 0 0 302615098 3426132137
1850741 0 328 1 0 0 0
1899399 0 328 0 0 303629147 1151507756
1899401 0 330 1 0 0 0
1906697 0 330 0 0 303631379 1319212331
1906699 0 332 1 0 0 0
1907753 0 332 0 0 303631403 1151442219
1907755 0 334 1 0 0 0
1910851 0 334 0 0 303631704 3391402311
1910853 0 336 1 0 0 0
1929055 0 336 0 0 303639402 406038597
1929057 0 338 1 0 0 0
1931355 0 338 0 0 303639571 1312137541
1931357 0 340 1 0 0 0
1935939 0 340 0 0 303639635 1312137285
1935941 0 342 1 0 0 0
1937551 0 342 0 0 303639825 1485147370
1937553 0 344 1 0 0 0
1937855 0 344 0 0 303639825 1487113576
1937857 0 346 1 0 0 0
1954535 0 346 0 0 303645530 181469420
1954537 0 346 1 0 0 0
1954803 0 346 0 0 303645530 181469420
1954805 0 346 1 0 0 0
1955945 0 346 0 0 303645546 404985193
1955947 0 348 1 0 0 0
1956639 0 348 0 0 303647761 1188405255
1956641 0 348 1 0 0 0
1961309 0 348 0 0 303647786 80846123
1961311 0 350 1 0 0 0
1962103 0 350 0 0 303647786 3295781289
1962105 0 352 1 0 0 0
1962373 0 352 0 0 303647786 3664846953
1962375 0 354 1 0 0 0
1972635 0 354 0 0 303648056 3632338219
1972637 0 356 1 0 0 0
1973597 0 356 0 0 303648059 109122859
1973599 0 358 1 0 0 0
1983011 0 358 0 0 303653457 1518448873
1983013 0 360 1 0 0 0
1989747 0 360 0 0 303653715 1249980649
1989749 0 362 1 0 0 0
1998207 0 362 0 0 303655264 3665892586
1998209 0 364 1 0 0 0
2000505 0 364 0 0 303655265 1520666883
2000507 0 366 1 0 0 0
2004495 0 366 0 0 303656248 3626276168
2004497 0 368 1 0 0 0
2007527 0 368 0 0 303656273 1149350121
2007529 0 370 1 0 0 0
2030107 0 370 0 0 303663379 1312129194
2030109 0 370 1 0 0 0
2030263 0 370 0 0 303663379 1312129349
2030265 0 370 1 0 0 0
2030647 0 370 0 0 303663379 1312129194
2030649 0 370 1 0 0 0
2030803 0 370 0 0 303663379 1312129349
2030805 0 370 1 0 0 0
2031335 0 370 0 0 303663379 1312137541
2031337 0 372 1 0 0 0
2034437 0 372 0 0 303663448 3391367591
2034439 0 374 1 0 0 0
2037723 0 374 0 0 303663451 1244932322
2037725 0 376 1 0 0 0
2038097 0 376 0 0 303663451 1252072552
2038099 0 378 1 0 0 0
2041065 0 378 0 0 303663465 1149607018
2041067 0 380 1 0 0 0
2042803 0 380 0 0 303663633 1389470055
2042805 0 382 1 0 0 0
2092817 0 382 0 0 303852875 203789578
2092819 0 384 1 0 0 0
2103321 0 384 0 0 303868435 1446254892
2103323 0 386 1 0 0 0
2116089 0 386 0 0 303899179 1446195528
2116091 0 388 1 0 0 0
2121887 0 388 0 0 303899242 2352316677
2121889 0 388 1 0 0 0
2122045 0 388 0 0 303899242 2352316684
2122047 0 388 1 0 0 0
2122165 0 388 0 0 303899242 2352316677
2122167 0 388 1 0 0 0
2122323 0 388 0 0 303899242 2352316684
2122325 0 388 1 0 0 0
2136381 0 388 0 0 303901722 203859973
2136383 0 388 1 0 0 0
2138661 0 388 0 0 303901723 1285625192
2138663 0 390 1 0 0 0
2139117 0 390 0 0 303901723 1445144581
2139119 0 390 1 0 0 0
2144933 0 390 0 0 303901978 374413644
2144935 0 392 1 0 0 0
2145409 0 392 0 0 303901978 2351071500
2145411 0 392 1 0 0 0
2146193 0 392 0 0 303901978 2351273228
2146195 0 394 1 0 0 0
2149765 0 394 0 0 303907417 2260997545
2149767 0 396 1 0 0 0
2152891 0 396 0 0 303907434 113452389
2152893 0 398 1 0 0 0
2159501 0 398 0 0 303907690 180427113
2159503 0 400 1 0 0 0
2172211 0 400 0 0 303909913 2518947241
2172213 0 402 1 0 0 0
2173031 0 402 0 0 303909914 438510949
2173033 0 404 1 0 0 0
2176467 0 404 0 0 303909960 2587042149
2176469 0 406 1 0 0 0
2183273 0 406 0 0 303910163 308385128
2183275 0 408 1 0 0 0
2184467 0 408 0 0 303910169 2462127371
2184469 0 410 1 0 0 0
2185883 0 410 0 0 303910184 2462261355
2185885 0 412 1 0 0 0
2190027 0 412 0 0 303910219 170236163
2190029 0 414 1 0 0 0
2211279 0 414 0 0 303916563 176595971
2211281 0 414 1 0 0 0
2221435 0 414 0 0 303917152 2587042986
2221437 0 416 1 0 0 0
2228681 0 416 0 0 303918376 2462256138
2228683 0 416 1 0 0 0
2229399 0 416 0 0 303918379 305334600
2229401 0 418 1 0 0 0
2244507 0 418 0 0 303924058 170305737
2244509 0 420 1 0 0 0
2254275 0 420 0 0 303924827 1244932169
2254277 0 422 1 0 0 0
2259037 0 422 0 0 303925275 1378003147
2259039 0 424 1 0 0 0
2259321 0 424 0 0 303925275 1381050571
2259323 0 426 1 0 0 0
2270043 0 426 0 0 303925785 2521900456
2270045 0 428 1 0 0 0
2271675 0 428 0 0 303925787 1381239142
2271677 0 430 1 0 0 0
2275067 0 430 0 0 303925803 1446254665
2275069 0 432 1 0 0 0
2275563 0 432 0 0 303925864 2324008137
2275565 0 434 1 0 0 0
2276837 0 434 0 0 303925865 1183156425
2276839 0 436 1 0 0 0
2291099 0 436 0 0 303933977 2518953993
2291101 0 436 1 0 0 0
2311923 0 436 0 0 304114450 2362618151
2311925 0 438 1 0 0 0
2362521 0 438 0 0 304130920 3468764362
2362523 0 440 1 0 0 0
2373881 0 440 0 0 304169528 3604128972
2373883 0 442 1 0 0 0
2393661 0 442 0 0 304172057 2228593893
2393663 0 444 1 0 0 0
2395271 0 444 0 0 304172088 2530419813
2395273 0 446 1 0 0 0
2406759 0 446 0 0 304172313 1388513639
2406761 0 448 1 0 0 0
2407989 0 448 0 0 304172313 2462127339
2407991 0 450 1 0 0 0
2408509 0 450 0 0 304172313 2524000425
2408511 0 452 1 0 0 0
2409709 0 452 0 0 304172344 2519934124
2409711 0 454 1 0 0 0
2410799 0 454 0 0 304172344 3596690604
2410801 0 456 1 0 0 0
2432691 0 456 0 0 304178017 2463175914
2432693 0 458 1 0 0 0
2438171 0 458 0 0 304179552 3396413862
2438173 0 460 1 0 0 0
2454677 0 460 0 0 304180560 3401881671
2454679 0 462 1 0 0 0
2455125 0 462 0 0 304180560 3435432103
2455127 0 464 1 0 0 0
2459879 0 464 0 0 304185914 3426134185
2459881 0 466 1 0 0 0
2465773 0 466 0 0 304186170 3295062185
2465775 0 468 1 0 0 0
2466999 0 468 0 0 304186171 1449207977
2467001 0 470 1 0 0 0
2468045 0 470 0 0 304186185 2228591786
2468047 0 472 1 0 0 0
2468411 0 472 0 0 304186186 3293817254
2468413 0 474 1 0 0 0
2473465 0 474 0 0 304187665 1449240999
2473467 0 476 1 0 0 0
2474555 0 476 0 0 304187667 1312135493
2474557 0 478 1 0 0 0
2477203 0 478 0 0 304187673 2225511595
2477205 0 480 1 0 0 0
2491383 0 480 0 0 304194385 2521891111
2491385 0 480 1 0 0 0
2491653 0 480 0 0 304194385 2521903399
2491655 0 482 1 0 0 0
2497013 0 482 0 0 304195896 3596686668
2497015 0 484 1 0 0 0
2522715 0 484 0 0 304375888 2589176011
2522717 0 486 1 0 0 0
2525961 0 486 0 0 304375912 2557837482
2525963 0 486 1 0 0 0
2526225 0 486 0 0 304375912 2557837514
2526227 0 486 1 0 0 0
2527883 0 486 0 0 304376376 2555814091
2527885 0 488 1 0 0 0
2564265 0 488 0 0 304392211 114534603
2564267 0 490 1 0 0 0
2568477 0 490 0 0 304392296 3626215627
2568479 0 492 1 0 0 0
2575035 0 492 0 0 304392809 2227408139
2575037 0 494 1 0 0 0
2576407 0 494 0 0 304392810 3295779084
2576409 0 496 1 0 0 0
2579551 0 496 0 0 304392810 3435366659
2579553 0 498 1 0 0 0
2582159 0 498 0 0 304393296 3458638027
2582161 0 500 1 0 0 0
2583183 0 500 0 0 304393296 3663989095
2583185 0 502 1 0 0 0
2586005 0 502 0 0 304393553 2227408139
2586007 0 504 1 0 0 0
2591477 0 504 0 0 304407120 3665998027
2591479 0 506 1 0 0 0
2597879 0 506 0 0 304407146 408004811
2597881 0 508 1 0 0 0
2609565 0 508 0 0 304409192 3632629765
2609567 0 508 1 0 0 0
2617663 0 508 0 0 304409680 2589040843
2617665 0 510 1 0 0 0
2620871 0 510 0 0 304409875 210080874
2620873 0 512 1 0 0 0
2628663 0 512 0 0 304409944 2359399692
2628665 0 514 1 0 0 0
2633257 0 514 0 0 304439850 2362552327
2633259 0 514 1 0 0 0
2633295 0 514 0 0 304439850 2362552328
2633297 0 514 1 0 0 0
2634515 0 514 0 0 304439864 3632698694
2634517 0 516 1 0 0 0
2645503 0 516 0 0 304440145 2586030341
2645505 0 518 1 0 0 0
2647835 0 518 0 0 304440850 2329152748
2647837 0 520 1 0 0 0
2648945 0 520 0 0 304440851 176590151
2648947 0 522 1 0 0 0
2649947 0 522 0 0 304440858 2589198572
2649949 0 524 1 0 0 0
2650751 0 524 0 0 304440859 74885381
2650753 0 526 1 0 0 0
2668165 0 526 0 0 304442667 74553610
2668167 0 528 1 0 0 0
2682071 0 528 0 0 304448058 3665988934
2682073 0 530 1 0 0 0
2685331 0 530 0 0 304448090 215066853
2685333 0 532 1 0 0 0
2699609 0 532 0 0 304449042 2329152871
2699611 0 534 1 0 0 0
2700417 0 534 0 0 304449042 3397815623
2700419 0 536 1 0 0 0
2700671 0 536 0 0 304449042 3665988935
2700673 0 538 1 0 0 0
2702219 0 538 0 0 304449050 2589198695
2702221 0 540 1 0 0 0
2702919 0 540 0 0 304449050 3461777736
2702921 0 542 1 0 0 0
2703175 0 542 0 0 304449050 3665987911
2703177 0 544 1 0 0 0
2703551 0 544 0 0 304449112 2329159783
2703553 0 546 1 0 0 0
2705085 0 546 0 0 304449112 3402901575
2705087 0 548 1 0 0 0
2705251 0 548 0 0 304449112 3402901730
2705253 0 550 1 0 0 0
2710013 0 550 0 0 304449562 3424823719
2710015 0 552 1 0 0 0
2711547 0 552 0 0 304449576 2362809450
2711549 0 554 1 0 0 0
2711811 0 554 0 0 304449576 2362809450
2711813 0 554 1 0 0 0
2712163 0 554 0 0 304449576 2594409675
2712165 0 556 1 0 0 0
2712433 0 556 0 0 304449576 2594409675
2712435 0 556 1 0 0 0
2714203 0 556 0 0 304449624 3424823719
2714205 0 558 1 0 0 0
2715777 0 558 0 0 304449640 3458570565
2715779 0 560 1 0 0 0
2716051 0 560 0 0 304449640 3458570565
2716053 0 560 1 0 0 0
2717571 0 560 0 0 304450065 2262147239
2717573 0 562 1 0 0 0
2718075 0 562 0 0 304450065 2530479271
2718077 0 564 1 0 0 0
2724739 0 564 0 0 304450088 3604187336
2724741 0 566 1 0 0 0
2725155 0 566 0 0 304450088 3604224071
2725157 0 568 1 0 0 0
2728941 0 568 0 0 304450152 3391363431
2728943 0 570 1 0 0 0
2736557 0 570 0 0 304456273 2522099815
2736559 0 572 1 0 0 0
2746995 0 572 0 0 304457296 2328104295
2746997 0 574 1 0 0 0
2755571 0 574 0 0 304457768 2556796227
2755573 0 576 1 0 0 0
2755991 0 576 0 0 304457768 2557840586
2755993 0 578 1 0 0 0
2756849 0 578 0 0 304457771 73768259
2756851 0 580 1 0 0 0
2764593 0 580 0 0 304458265 2557837381
2764595 0 580 1 0 0 0
2764861 0 580 0 0 304458265 2557837381
2764863 0 580 1 0 0 0
2785487 0 580 0 0 304638792 2362683653
2785489 0 582 1 0 0 0
2787177 0 582 0 0 304638793 1154724102
2787179 0 584 1 0 0 0
2789051 0 584 0 0 304638795 215030952
2789053 0 586 1 0 0 0
2794363 0 586 0 0 304639322 213980393
2794365 0 588 1 0 0 0
2807061 0 588 0 0 304653147 1321279689
2807063 0 590 1 0 0 0
2807329 0 590 0 0 304653147 1321279689
2807331 0 590 1 0 0 0
2813189 0 590 0 0 304654683 1181819084
2813191 0 592 1 0 0 0
2813461 0 592 0 0 304654683 1181819084
2813463 0 592 1 0 0 0
2814797 0 592 0 0 304654683 1321279683
2814799 0 594 1 0 0 0
2834015 0 594 0 0 304669281 1389563240
2834017 0 596 1 0 0 0
2842041 0 596 0 0 304671072 2587041963
2842043 0 598 1 0 0 0
2844251 0 598 0 0 304671505 1482984872
2844253 0 600 1 0 0 0
2849547 0 600 0 0 304671514 441525452
2849549 0 602 1 0 0 0
2860065 0 602 0 0 304672088 3630470216
2860067 0 604 1 0 0 0
2860609 0 604 0 0 304672089 1147449603
2860611 0 606 1 0 0 0
2862715 0 606 0 0 304677419 1388514539
2862717 0 608 1 0 0 0
2872333 0 608 0 0 304677723 1310929189
2872335 0 610 1 0 0 0
2874527 0 610 0 0 304678419 1450347820
2874529 0 612 1 0 0 0
2876645 0 612 0 0 304678427 1153735851
2876647 0 614 1 0 0 0
2878485 0 614 0 0 304678491 1148357932
2878487 0 616 1 0 0 0
2878611 0 616 0 0 304678491 1148485733
2878613 0 616 1 0 0 0
2880981 0 616 0 0 304678496 2589173091
2880983 0 618 1 0 0 0
2892309 0 618 0 0 304680235 74815593
2892311 0 620 1 0 0 0
2892773 0 620 0 0 304680264 3424883724
2892775 0 620 1 0 0 0
2893689 0 620 0 0 304680264 3425015020
2893691 0 622 1 0 0 0
2896075 0 622 0 0 304680280 3424825639
2896077 0 624 1 0 0 0
2906941 0 624 0 0 304710442 382802215
2906943 0 626 1 0 0 0
2913123 0 626 0 0 304711186 3459687592
2913125 0 628 1 0 0 0
2921663 0 628 0 0 304711241 1154714984
2921665 0 630 1 0 0 0
2925617 0 630 0 0 304711257 1154784360
2925619 0 632 1 0 0 0
2957029 0 632 0 0 304720155 74809605
2957031 0 632 1 0 0 0
2959669 0 632 0 0 304720168 3597742280
2959671 0 634 1 0 0 0
2963087 0 634 0 0 304720225 1147502819
2963089 0 634 1 0 0 0
2963359 0 634 0 0 304720225 1147502851
2963361 0 634 1 0 0 0
2971131 0 634 0 0 304720667 240189640
2971133 0 634 1 0 0 0
2971401 0 634 0 0 304720667 240198856
2971403 0 636 1 0 0 0
2987307 0 636 0 0 304900177 1512288457
2987309 0 638 1 0 0 0
2991789 0 638 0 0 304900193 1389560042
2991791 0 638 1 0 0 0
2997089 0 638 0 0 304900665 1478926537
2997091 0 640 1 0 0 0
3024879 0 640 0 0 304915283 1321279689
3024881 0 642 1 0 0 0
3030185 0 642 0 0 304916560 3659769036
3030187 0 644 1 0 0 0
3030699 0 644 0 0 304916560 3663799532
3030701 0 646 1 0 0 0
